month,spend_target,revenue_target,roas_target,spend_to_rev_pct,spend_2024,revenue_2024,roas_2024,spend_to_rev_pct_2024,spend_delta_pct,revenue_delta_pct,roas_delta_pct,spend_to_rev_delta_pct
2025-09,429251.6206413722,2110921.0213580355,4.917677464336591,0.20334802500816368,469519.0,1636312.1,3.485081753880035,0.2869373147090949,-0.08576304549683356,0.29004792017246306,0.41106516622217226,-0.29131550835650766
2025-10,257613.68903990224,1656394.0772817014,6.42975954987058,0.15552681126623596,281780.0,1283978.72,4.556670877989921,0.21945846579139566,-0.08576304549683356,0.29004792017246306,0.41106516622217226,-0.29131550835650777
2025-11,1252079.5074854943,7625812.990259207,6.090518169707809,0.16418964234827574,1369535.0,5911263.35,4.316255772944832,0.2316822849721287,-0.08576304549683345,0.2900479201724633,0.41106516622217226,-0.29131550835650777
2025-12,2662036.766170231,12449138.40510106,4.676546381067138,0.2138330123375812,2911758.0,9650136.41,3.314195894713778,0.3017323150979168,-0.08576304549683345,0.2900479201724633,0.41106516622217226,-0.29131550835650777
