"Product title","Product vendor","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-27",17,1793,-105.07,0,1687.93,115.61,1803.54,6,10
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-27",9,0,0,0,0,0,0,1,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-27",3,0,0,0,0,0,0,1,2
"High-Dration Powder","HigherDOSE","Consumables","2025-01-27",8,300.3,-12.6,0,287.7,11.19,298.89,2,5
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-27",7,0,0,0,0,0,0,0,2
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-01-27",2,198,-14.85,0,183.15,13.97,197.12,1,1
"(Z) Red Light Hat","HigherDOSE",,"2025-01-27",6,0,0,0,0,0,0,0,2
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-27",3,50,0,0,50,0,50,0,3
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-27",6,4312,-323.4,0,3988.6,236.6,4225.2,4,2
"(Z) HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Comp","2025-01-27",3,0,0,0,0,0,0,0,1
"(Z) 100% Organic Cotton Bath Robe","HigherDOSE","Comp","2025-01-27",1,0,0,0,0,0,0,0,1
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-01-27",14,0,0,0,0,0,0,0,3
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-27",2,1478,0,0,1478,110.85,1588.85,1,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-27",4,0,0,0,0,0,0,1,2
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-27",1,349,-52.35,0,296.65,24.48,321.13,0,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-27",5,2790,0,0,2790,207.17,2997.17,5,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-27",3,105,0,0,105,8.33,113.33,0,3
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-27",6,403.65,-60.54,0,343.11,24.44,367.55,5,1
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-01-27",1,0,0,0,0,0,0,1,0
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-27",4,276,-32.55,0,243.45,15.05,258.5,1,2
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-27",12,708,-69.75,0,638.25,48.3,686.55,7,3
"(Z) Soak Salt Mini","HigherDOSE","Body Care","2025-01-27",200,0,0,0,0,0,0,0,1
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-27",6,8007,-400.35,0,7606.65,502.34,8108.99,5,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-27",7,9233,0,0,9233,720.2,9953.2,6,1
"Peak Performance Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-27",1,889,0,0,889,53.34,942.34,1,0
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-01-27",4,0,0,0,0,0,0,0,2
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-01-27",1,0,0,0,0,0,0,0,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-27",26,12140.17,-875.55,-449,10815.62,877,11692.62,17,10
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-27",1,0,0,0,0,0,0,0,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-27",1,75,-11.25,0,63.75,4.3,68.05,0,1
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-01-27",1,69,0,0,69,5.52,74.52,0,1
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-28",17,8701.76,-813.18,-2163.8,5724.78,408.84,6133.62,22,3
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",2,1218,0,0,1218,106.57,1324.57,2,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-28",3,1023.76,-202.43,0,821.33,73.77,895.1,2,1
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-01-28",0,99,-9.9,-84.15,4.95,0.76,5.71,0,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",1,1478,0,-606,872,74.97,946.97,1,1
"LED RED Light Face Mask Hardware","HigherDOSE","Replacement Parts","2025-01-28",1,0,0,0,0,0,0,0,1
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",1,2092,0,0,2092,198.74,2290.74,1,0
"HighDration Kit","HigherDOSE","Brush","2025-01-28",-6,49,-49,0,0,0,0,0,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-28",3,50,0,0,50,3.5,53.5,1,2
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-01-28",7,513.75,-37.5,0,476.25,33.41,509.66,2,5
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-28",5,334.65,-10.35,0,324.3,22.53,346.83,1,4
"100% Organic Cotton Bath Robe","HigherDOSE","Body Care","2025-01-28",1,159,-63.6,0,95.4,0,95.4,0,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-28",4,0,0,0,0,0,0,0,2
"Detox Drops","HigherDOSE","Consumables","2025-01-28",2,53.65,0,0,53.65,2.39,56.04,1,1
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-28",8,546.15,-17.7,0,528.45,40.92,569.37,3,5
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-28",1,79,0,0,79,5.73,84.73,0,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",3,7914,0,-3111,4803,373.76,5176.76,4,2
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-01-28",1,0,0,0,0,0,0,0,1
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-28",5,169.75,-5.25,0,164.5,12.61,177.11,3,2
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-28",8,100,0,0,100,7.51,107.51,0,6
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-28",6,7141.26,-1044.64,-2236.8,3859.82,315.12,4174.94,7,3
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-01-28",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-28",5,0,0,0,0,0,0,0,5
"Daily Dose Ritual","HigherDOSE","Body Care","2025-01-28",3,327,0,0,327,23.16,350.16,0,3
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-01-28",4,0,0,0,0,0,0,0,2
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-28",18,0,0,0,0,0,0,2,16
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-01-28",2,0,0,0,0,0,0,1,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-28",5,195,-5.85,0,189.15,7.88,197.03,2,3
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",4,2876,0,0,2876,238.18,3114.18,4,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-28",1,0,0,0,0,0,0,0,1
"SweatBand","HigherDOSE","Accessories","2025-01-28",4,196,-26.95,0,169.05,11.6,180.65,2,2
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-01-28",3,267,-31.15,0,235.85,19.63,255.48,2,1
"(Z) Red Light Hat","HigherDOSE",,"2025-01-28",1,0,0,0,0,0,0,0,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-28",4,2232,0,0,2232,148.72,2380.72,3,1
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",1,169,0,0,169,10.14,179.14,1,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-28",11,15935,-861.5,-1036,14037.5,1062.06,15099.56,11,1
"(Z) Soak Salt Mini","HigherDOSE","Body Care","2025-01-28",250,0,0,0,0,0,0,0,2
"High-Dration Powder","HigherDOSE","Consumables","2025-01-28",8,306.15,-27.3,0,278.85,16.49,295.34,2,5
"Ultimate Biohacking Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",-1,0,0,-2399,-2399,-101.96,-2500.96,0,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-28",6,414,-34.5,0,379.5,25.3,404.8,2,4
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-28",8,13200,0,-5352,7848,651.3,8499.3,16,0
"(GWP) Infrared Sauna Blanket Colored Insert","HigherDOSE","Accessories","2025-01-28",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-01-28",17,17991.64,-2151.1,-3566.2,12274.34,823.16,13097.5,18,5
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-28",2,50,0,0,50,3.5,53.5,0,2
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-28",8,1068,-97.9,-620.8,349.3,21.72,371.02,9,3
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-28",13,975,-112.5,0,862.5,59.87,922.37,7,6
"LED RED Light Face Mask Straps","HigherDOSE","Replacement Parts","2025-01-28",1,0,0,0,0,0,0,0,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-28",32,15785.58,-616.74,-1077.6,14091.24,1058.36,15149.6,17,17
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-28",2,0,0,0,0,0,0,0,2
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-01-28",7,483,-79.35,0,403.65,28.03,431.68,2,5
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-29",19,8695.88,-488.25,-1824.41,6383.22,432.07,6815.29,20,5
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-01-29",3,191.25,0,0,191.25,13.25,204.5,0,2
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-29",19,8531,-740.85,0,7790.15,544.79,8334.94,15,4
"(Z) Sweat Band","HigherDOSE","Accessories","2025-01-29",2,0,0,0,0,0,0,1,0
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-01-29",3,0,0,0,0,0,0,1,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-29",5,195,-15.6,0,179.4,13.17,192.57,2,3
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-29",2,0,0,0,0,0,0,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-29",6,4977.82,-463.2,-559.2,3955.42,398.13,4353.55,6,1
"(Z) High-Dration Powder","HigherDOSE","Comp","2025-01-29",2,0,0,0,0,0,0,1,0
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",2,4184,0,0,4184,264.12,4448.12,1,1
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-29",7,483,-31.05,0,451.95,34.5,486.45,4,2
"(Z) 100% Organic Cotton Bath Robe","HigherDOSE","Comp","2025-01-29",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-01-29",7,0,0,0,0,0,0,3,3
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-29",6,393.3,-10.35,0,382.95,29.77,412.72,2,4
"Best Seller Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",2,4478,0,0,4478,315.7,4793.7,2,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",7,10552,-527.6,-1037,8987.4,637.1,9624.5,6,2
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",5,3695,-295.6,0,3399.4,236.11,3635.51,3,2
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",8,8250,0,-1494,6756,466.49,7222.49,9,1
"(Z) Red Light Hat","HigherDOSE",,"2025-01-29",9,0,0,0,0,0,0,7,1
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-29",2,100,0,0,100,4.35,104.35,1,1
"(Z) EMF BLOCKING FANNY PACK","HigherDOSE","Accessories","2025-01-29",2,0,0,0,0,0,0,1,0
"(Z) Oxytocin Oil ( Full Size Sample)","HigherDOSE","Comp","2025-01-29",3,0,0,0,0,0,0,1,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-29",2,51.22,0,0,51.22,0,51.22,1,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-29",4,0,0,0,0,0,0,1,3
"(Z) Glow Serum","HigherDOSE","Comp","2025-01-29",3,0,0,0,0,0,0,1,1
"(GWP) Infrared Sauna Blanket Colored Insert","HigherDOSE","Accessories","2025-01-29",3,0,0,0,0,0,0,0,2
"SweatBand","HigherDOSE","Accessories","2025-01-29",4,196,-14.7,0,181.3,14.29,195.59,1,3
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-29",2,1116,0,0,1116,99.05,1215.05,2,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-29",12,18654.27,-808.6,-2135.2,15710.47,1326.37,17036.84,14,0
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-29",6,1043,-61.05,-71.2,910.75,70.42,981.17,5,2
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-01-29",4,255.3,-15.69,0,239.61,19.61,259.22,2,2
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-01-29",6,0,0,0,0,0,0,3,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-29",2,50,0,0,50,0,50,0,2
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-01-29",2,0,0,0,0,0,0,1,0
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-29",8,588.75,-54.56,0,534.19,42.32,576.51,3,5
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-01-29",2,0,0,0,0,0,0,0,2
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-29",13,640.2,-39,0,601.2,46.01,647.21,4,4
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-29",7,453,-20.65,0,432.35,31.2,463.55,5,2
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-29",2,698,0,0,698,48.25,746.25,2,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-29",17,0,0,0,0,0,0,5,11
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-29",3,105,0,0,105,8.4,113.4,1,2
"LED RED Light Face Mask Straps","HigherDOSE","Replacement Parts","2025-01-29",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-01-29",8,0,0,0,0,0,0,2,3
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",1,169,0,0,169,10.14,179.14,0,1
"High-Dration Powder","HigherDOSE","Consumables","2025-01-29",10,384.15,-27.3,0,356.85,18.29,375.14,2,5
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-01-29",8,0,0,0,0,0,0,4,3
"Detox Drops","HigherDOSE","Consumables","2025-01-29",3,87,-4.35,0,82.65,1.74,84.39,1,2
"(Z) Sauna Blanket Bag","HigherDOSE","Comp","2025-01-29",2,0,0,0,0,0,0,1,0
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-29",18,0,0,0,0,0,0,5,12
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",2,1827,0,-609,1218,77.65,1295.65,3,0
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-01-29",1,89,0,0,89,7.79,96.79,0,1
"(Z) HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Comp","2025-01-29",2,0,0,0,0,0,0,1,0
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-29",1,719,0,0,719,71.9,790.9,0,1
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-01-29",3,0,0,0,0,0,0,1,1
"(Z) Detox Drops","HigherDOSE","Comp","2025-01-29",2,0,0,0,0,0,0,1,0
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-01-29",3,0,0,0,0,0,0,1,1
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-01-29",3,0,0,0,0,0,0,1,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-01-29",13,13895.77,-1363.61,-2938.4,9593.76,612.6,10206.36,15,3
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-29",2,0,0,0,0,0,0,0,2
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-30",1,1218,-12.5,-537,668.5,55.12,723.62,2,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-30",19,6980,-924.85,-279.2,5775.95,379.97,6155.92,14,6
"(POS) HighDration Kit","HigherDOSE","Brush","2025-01-30",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-01-30",4,0,0,0,0,0,0,0,2
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-30",0,558,0,-558,0,-9.77,-9.77,1,0
"High-Dration Powder","HigherDOSE","Consumables","2025-01-30",2,111.15,-9.94,-39,62.21,-0.46,61.75,1,2
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-30",1,39,-3.9,0,35.1,2.19,37.29,1,0
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-30",2,3695,0,-1818,1877,143.49,2020.49,3,2
"HighDration Kit","HigherDOSE","Brush","2025-01-30",-6,49,0,0,49,4.71,53.71,1,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-30",8,10755,-743.85,0,10011.15,717.88,10729.03,6,2
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-30",6,525,-77.18,-75,372.82,33.07,405.89,2,5
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-01-30",1,89,-8.9,0,80.1,4.8,84.9,1,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-01-30",2,150,0,0,150,9.48,159.48,1,1
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-01-30",2,0,0,0,0,0,0,0,2
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-30",4,414,-10.35,-120.75,282.9,22.74,305.64,2,4
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-30",6,4314,-27.9,0,4286.1,307.51,4593.61,3,3
"Detox Drops","HigherDOSE","Consumables","2025-01-30",3,140.65,-21.5,-58,61.15,-2.83,58.32,1,3
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-30",7,483,-51.85,0,431.15,22.88,454.03,4,3
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-01-30",3,0,0,0,0,0,0,0,2
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-30",3,0,0,0,0,0,0,1,2
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-30",9,525.15,-9.9,0,515.25,43.15,558.4,6,3
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-30",2,138,-41.8,0,96.2,6.48,102.68,0,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-30",8,10552,0,0,10552,779.55,11331.55,6,2
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-30",18,9446.01,-608.69,-1234.75,7602.57,649.04,8251.61,17,4
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-30",4,50,0,0,50,0,50,0,4
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-01-30",10,11356,-980.7,-3188.8,7186.5,570.31,7756.81,12,3
"PEMF TESTER Magnet For PEMF Devices","HigherDOSE","Replacement Cord","2025-01-30",1,0,0,0,0,0,0,1,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-01-30",5,345,-10.35,0,334.65,27.16,361.81,3,2
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-30",8,0,0,0,0,0,0,2,6
"UPS 2nd Day Air (Upgrade)","HigherDOSE","Paid Shipping","2025-01-30",1,129,0,0,129,0,129,0,0
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-01-30",1,0,0,0,0,0,0,0,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-30",3,50,0,0,50,0,50,0,3
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-01-30",7,0,0,0,0,0,0,0,4
"SweatBand","HigherDOSE","Accessories","2025-01-30",5,294,-12.25,-49,232.75,15.87,248.62,3,3
"(Z) Glow Serum","HigherDOSE","Comp","2025-01-30",1,0,0,0,0,0,0,0,1
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-30",4,0,0,0,0,0,0,1,3
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-30",7,8683,-839.25,-2970.75,4873,280.57,5153.57,10,2
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-30",1,2092,0,0,2092,168.4,2260.4,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-30",2,105,-23.77,-35,46.23,4.97,51.2,1,2
"Daily Dose Ritual","HigherDOSE","Body Care","2025-01-30",1,109,-100,0,9,0.59,9.59,0,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-30",2,0,0,0,0,0,0,0,2
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-01-30",1,0,0,0,0,0,0,0,1
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-30",8,10725,0,-3375,7350,530.3,7880.3,12,1
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-01-30",2,0,0,0,0,0,0,1,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-30",1,50,0,0,50,0,50,0,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-30",12,1348,-53.4,0,1294.6,95.77,1390.37,7,5
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-30",11,0,0,0,0,0,0,2,9
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-31",1,609,0,0,609,42.63,651.63,1,0
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-01-31",3,297,-63.4,0,233.6,18.33,251.93,0,3
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-31",4,50,0,0,50,0,50,2,2
"Red Light Hat","HigherDOSE","Red Light Hat","2025-01-31",19,11225,-1289.85,-2514.4,7420.75,563.44,7984.19,13,12
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-01-31",1,78,0,-39,39,3.06,42.06,0,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-01-31",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-01-31",2,0,0,0,0,0,0,0,2
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-01-31",7,0,0,0,0,0,0,0,7
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-01-31",4,300,-45,0,255,19.22,274.22,2,2
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-01-31",10,0,0,0,0,0,0,1,9
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-01-31",2,0,0,0,0,0,0,0,2
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-01-31",1,0,0,0,0,0,0,0,1
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-31",1,169,0,0,169,12.25,181.25,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-01-31",2,138,-17.25,0,120.75,9,129.75,2,0
"eGift Card","Giftwizard","Gift Card","2025-01-31",1,50,0,0,50,0,50,1,0
"(Z) Red Light Hat","HigherDOSE",,"2025-01-31",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-01-31",2,0,0,0,0,0,0,0,2
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-01-31",1,698,-38.97,-279.2,379.83,16.66,396.49,0,2
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-01-31",1,63.75,0,0,63.75,4.47,68.22,0,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-01-31",-1,558,0,-1116,-558,-46.03,-604.03,0,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-31",9,14509,0,-2356,12153,854.4,13007.4,8,3
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-01-31",7,472.65,-36.81,0,435.84,27.25,463.09,3,4
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-31",0,1438,0,-1254,184,53.99,237.99,0,2
"HighDration Kit","HigherDOSE","Brush","2025-01-31",-1,49,0,0,49,4.12,53.12,0,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-01-31",7,15038.47,-1358.79,-8422.34,5257.34,432.17,5689.51,18,2
"(Z) Sauna Blanket Bag","HigherDOSE","Comp","2025-01-31",1,0,0,0,0,0,0,0,1
"(POS) HighDration Kit","HigherDOSE","Brush","2025-01-31",1,0,0,0,0,0,0,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-01-31",0,7108,-1570.7,-5886.8,-349.5,-9.71,-359.21,7,3
"(Z) Glow Serum","HigherDOSE","Comp","2025-01-31",1,0,0,0,0,0,0,0,1
"(GWP) Infrared Sauna Blanket Colored Insert","HigherDOSE","Accessories","2025-01-31",1,0,0,0,0,0,0,0,1
"Daily Dose Ritual","HigherDOSE","Body Care","2025-01-31",3,327,-6.56,0,320.44,21.26,341.7,1,2
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-01-31",14,8261.59,-963.19,-2826.9,4471.5,364.87,4836.37,20,4
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-31",1,0,0,0,0,0,0,0,1
"SweatBand","HigherDOSE","Accessories","2025-01-31",7,343,-15.95,0,327.05,23.51,350.56,2,5
