"Product title","Product vendor","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Peak Performance Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-01-31",2,1778,0,0,1778,146.69,1924.69,2,0
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-01-31",2,0,0,0,0,0,0,0,2
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-01-31",2,100,0,0,100,4.88,104.88,1,1
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-01-31",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-01-31",14,927.75,-80.94,0,846.81,67.17,913.98,4,7
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-01-31",0,158,0,-110.4,47.6,3.91,51.51,2,0
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-31",-2,2217,0,-3296,-1079,-37.95,-1116.95,3,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-01-31",-10,4950,-11.29,-11016,-6077.29,-525.22,-6602.51,5,1
"High-Dration Powder","HigherDOSE","Consumables","2025-01-31",2,78,-12.23,0,65.77,2.88,68.65,1,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-01-31",8,1297,-139.4,-382.7,774.9,45.66,820.56,5,5
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-01-31",4,140,-17.9,0,122.1,8.67,130.77,2,2
"(Z) 100% Organic Cotton Bath Robe","HigherDOSE","Comp","2025-01-31",1,0,0,0,0,0,0,0,1
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-01-31",10,21644.27,-2610.6,-7277.4,11756.27,1209.31,12965.58,10,5
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-02-01",6,50,0,0,50,4.13,54.13,2,4
"(Z) Red Light Hat","HigherDOSE",,"2025-02-01",1,0,0,0,0,0,0,0,1
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-02-01",2,0,0,0,0,0,0,0,2
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-02-01",3,1674,0,0,1674,118.44,1792.44,3,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-02-01",3,1047,-209.4,0,837.6,38.34,875.94,2,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-02-01",17,7967.79,-538.32,-449,6980.47,445.41,7425.88,11,6
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",3,8368,-26.45,-2092,6249.55,416.35,6665.9,3,1
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",1,609,0,0,609,41.11,650.11,1,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",8,6600,-6.67,0,6593.33,499.56,7092.89,6,2
"Detox Drops","HigherDOSE","Consumables","2025-02-01",1,53.65,0,-24.65,29,2.97,31.97,0,2
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-02-01",16,14596.39,-774.6,-1935.2,11886.59,915.63,12802.22,15,3
"(Z) Glow Serum","HigherDOSE","Comp","2025-02-01",2,0,0,0,0,0,0,0,2
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-02-01",7,0,0,0,0,0,0,2,5
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-02-01",7,763,-52.55,0,710.45,45.98,756.43,2,5
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",5,3595,-30.83,0,3564.17,264.67,3828.84,2,3
"Best Seller Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",1,2239,0,0,2239,207.12,2446.12,1,0
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-02-01",1,201.25,-14.85,-84.15,102.25,20.45,122.7,2,0
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-02-01",8,519.1,-10.35,0,508.75,32.28,541.03,3,5
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-02-01",28,10016.3,-680.55,-314.1,9021.65,606.25,9627.9,22,6
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-02-01",5,393.3,-39.84,-49.86,303.6,23.82,327.42,3,3
"SweatBand","HigherDOSE","Accessories","2025-02-01",3,147,-14.7,0,132.3,10.61,142.91,1,2
"Hyperice Normatec 3 Legs","HigherDOSE",,"2025-02-01",1,799,0,0,799,42.35,841.35,0,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-01",2,0,0,0,0,0,0,0,2
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",1,169,0,0,169,10.14,179.14,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-02-01",2,138,-10.35,0,127.65,9.33,136.98,1,1
"Daily Dose Ritual","HigherDOSE","Body Care","2025-02-01",2,218,0,0,218,15.54,233.54,0,2
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-02-01",10,14740.07,-1185.25,-1167.9,12386.92,810.72,13197.64,6,5
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-02-01",2,0,0,0,0,0,0,0,2
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-02-01",2,150,-81.75,0,68.25,4.38,72.63,0,2
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-02-01",2,0,0,0,0,0,0,1,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-02-01",3,225,-11.25,0,213.75,11.49,225.24,1,2
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-02-01",4,395,-110.6,-67.15,217.25,17.9,235.15,2,3
"High-Dration Powder","HigherDOSE","Consumables","2025-02-01",10,372.45,-76.1,0,296.35,15.66,312.01,1,6
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-02-01",10,480.75,-25.85,0,454.9,35.25,490.15,3,4
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-02-01",19,741,-5.85,0,735.15,59.01,794.16,4,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-02-01",6,4336.9,-222.2,0,4114.7,391.69,4506.39,4,2
"(Z) Detox Drops","HigherDOSE","Comp","2025-02-01",1,0,0,0,0,0,0,0,1
"HighDration Kit","HigherDOSE","Brush","2025-02-01",3,147,0,0,147,12.31,159.31,1,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",5,6595,-74.9,0,6520.1,454.2,6974.3,4,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-01",3,3695,0,-1478,2217,172.75,2389.75,4,1
"eGift Card","Giftwizard","Gift Card","2025-02-01",1,250,0,0,250,0,250,1,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-02",1,50,0,0,50,0,50,0,1
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-02-02",17,0,0,0,0,0,0,2,15
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-02",2,0,0,0,0,0,0,0,2
"Peak Performance Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",1,889,-32.75,0,856.25,59.94,916.19,1,0
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-02-02",11,789,-79.75,0,709.25,47.43,756.68,4,5
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-02-02",13,741.15,-183.85,0,557.3,39.97,597.27,4,8
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-02-02",1,0,0,0,0,0,0,0,1
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-02-02",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-02-02",13,1817.33,-133.9,0,1683.43,144.75,1828.18,10,3
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",4,4434,0,-1212,3222,216.09,3438.09,5,1
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-02-02",8,552,-41.4,0,510.6,42.7,553.3,6,1
"Ultimate Biohacking Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",2,4798,-12.5,0,4785.5,311.12,5096.62,2,0
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",4,2876,0,0,2876,244.41,3120.41,2,2
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",0,2638,0,-2074,564,16.88,580.88,2,0
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-02-02",1,0,0,0,0,0,0,0,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-02-02",0,558,0,-558,0,12.56,12.56,1,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",14,11550,-39.75,0,11510.25,840.28,12350.53,8,6
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-02-02",1,99,0,0,99,7.92,106.92,1,0
"Detox Drops","HigherDOSE","Consumables","2025-02-02",4,116,-4.35,0,111.65,2.32,113.97,1,2
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-02-02",10,334.25,-28.6,0,305.65,21.72,327.37,3,6
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-02-02",18,15039.2,-1342.68,-559.2,13137.32,935.31,14072.63,17,2
"Daily Dose Ritual","HigherDOSE","Body Care","2025-02-02",1,109,0,0,109,9.37,118.37,0,1
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",4,2436,0,0,2436,134.75,2570.75,4,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-02-02",7,4930.1,-363.45,0,4566.65,357.74,4924.39,6,1
"SweatBand","HigherDOSE","Accessories","2025-02-02",3,147,-14.7,0,132.3,11.08,143.38,1,2
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-02-02",20,7184.5,-551.94,-279.2,6353.36,435.71,6789.07,16,5
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-02-02",2,138,0,0,138,9.4,147.4,2,0
"HighDration Kit","HigherDOSE","Brush","2025-02-02",0,49,0,-49,0,0.74,0.74,1,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-02-02",7,525,-43.08,0,481.92,37.33,519.25,3,3
"(Z) Glow Serum","HigherDOSE","Comp","2025-02-02",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-02-02",4,0,0,0,0,0,0,0,4
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-02-02",5,334.65,-10.35,0,324.3,25.13,349.43,3,2
"Red Light Hat","HigherDOSE","Red Light Hat","2025-02-02",32,14233.3,-888.05,0,13345.25,978.94,14324.19,28,4
"(Z) Red Light Hat","HigherDOSE",,"2025-02-02",1,0,0,0,0,0,0,0,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-02-02",7,513.75,-43.07,0,470.68,28.5,499.18,3,3
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-02-02",1,0,0,0,0,0,0,0,1
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-02-02",11,16014,-1055.75,-1236.6,13721.65,1130.88,14852.53,12,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-02-02",1,318.17,-47.73,0,270.44,40.52,310.96,0,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-02-02",1,39,0,0,39,3.03,42.03,0,1
"UPS 2nd Day Air (Upgrade)","HigherDOSE","Paid Shipping","2025-02-02",2,198,0,0,198,16.09,214.09,0,0
"High-Dration Powder","HigherDOSE","Consumables","2025-02-02",6,222.3,-17.55,0,204.75,11.07,215.82,2,3
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-02-02",1,0,0,0,0,0,0,0,1
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-02-02",1,50,0,0,50,5.18,55.18,0,1
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-02",3,6276,0,0,6276,361.24,6637.24,2,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-02-02",1,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-03",3,0,0,0,0,0,0,0,3
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-02-03",3,0,0,0,0,0,0,0,4
"Detox Drops","HigherDOSE","Consumables","2025-02-03",8,227.65,-65.25,0,162.4,9.59,171.99,3,3
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-02-03",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-02-03",16,13619.8,-1663.7,-1288.8,10667.3,740.71,11408.01,15,2
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-03",2,2157,-18.75,-627,1511.25,77.23,1588.48,3,0
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-02-03",3,297,-39.6,0,257.4,18.51,275.91,2,1
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-02-03",2,50,0,0,50,0,50,0,2
"(Z) HigherDOSE Mat Bag","HigherDOSE","Comp","2025-02-03",1,0,0,0,0,0,0,0,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-03",1,0,0,0,0,0,0,0,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-03",4,2956,0,0,2956,254.78,3210.78,3,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-02-03",4,288.75,-11.25,0,277.5,19.68,297.18,1,3
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-02-03",23,8352.07,-471.15,-251.53,7629.39,508.15,8137.54,19,4
"High-Dration Powder","HigherDOSE","Consumables","2025-02-03",5,183.3,-44.85,0,138.45,3.08,141.53,2,3
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-02-03",5,2790,-43.13,0,2746.87,179.31,2926.18,4,1
"(Z) Red Light Hat","HigherDOSE",,"2025-02-03",2,0,0,0,0,0,0,2,0
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-02-03",1,0,0,0,0,0,0,0,1
"UPS 2nd Day Air (Upgrade)","HigherDOSE","Paid Shipping","2025-02-03",1,129,0,0,129,9.68,138.68,0,0
"(Z) Sauna Blanket Bag","HigherDOSE","Comp","2025-02-03",1,0,0,0,0,0,0,0,1
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-02-03",21,0,0,0,0,0,0,1,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-03",4,7425,0,-3345,4080,360.19,4440.19,8,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-02-03",4,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-02-03",2,138,-12.5,0,125.5,9.78,135.28,1,1
"Daily Dose Ritual","HigherDOSE","Body Care","2025-02-03",1,109,-0.95,0,108.05,7.56,115.61,1,0
"Red Light Hat","HigherDOSE","Red Light Hat","2025-02-03",27,12516.36,-920.33,-449,11147.03,822.18,11969.21,20,7
"SweatBand","HigherDOSE","Accessories","2025-02-03",3,147,-14.7,0,132.3,8.88,141.18,2,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-03",3,150,0,0,150,3.38,153.38,1,2
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-02-03",9,11709.59,-1792.56,0,9917.03,835.37,10752.4,7,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-02-03",2,0,0,0,0,0,0,0,2
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-02-03",4,0,0,0,0,0,0,0,4
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-03",1,745,0,0,745,61.46,806.46,1,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-03",7,11871,-11.55,-2074,9785.45,750.23,10535.68,6,2
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-03",2,338,-12.5,0,325.5,26.8,352.3,1,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-02-03",1,39,0,0,39,2.34,41.34,1,0
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-02-03",8,592,-45.4,0,546.6,38.6,585.2,5,2
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-02-03",6,288.15,-5.85,0,282.3,22.39,304.69,2,3
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-02-03",1,50,0,0,50,0,50,1,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-02-03",5,1717.83,-240.22,0,1477.61,126.64,1604.25,2,3
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-02-03",2,0,0,0,0,0,0,0,2
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-02-03",2,64.75,0,0,64.75,4.78,69.53,0,2
"Recovery Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-03",3,7156,0,-1569,5587,362.05,5949.05,3,1
"HighDration Kit","HigherDOSE","Brush","2025-02-03",-8,49,-49,0,0,0,0,0,0
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-02-03",12,2455,-241.55,-222.5,1990.95,163.22,2154.17,6,8
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-02-03",3,207,-27.6,0,179.4,12.2,191.6,1,2
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-02-03",3,0,0,0,0,0,0,0,3
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-02-03",4,288.75,-12.5,0,276.25,24.5,300.75,1,3
"(Z) Oxytocin Oil ( Full Size Sample)","HigherDOSE","Comp","2025-02-03",21,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-02-03",22,0,0,0,0,0,0,1,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-02-03",5,5887,-828.6,-1677.6,3380.8,218.79,3599.59,6,2
"100% Organic Cotton Bath Robe","HigherDOSE","Body Care","2025-02-04",1,159,-15.9,0,143.1,7.88,150.98,1,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-02-04",3,225,-43.3,0,181.7,13.2,194.9,0,3
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-02-04",11,15688.04,-2476.27,-1666.59,11545.18,1039.36,12584.54,9,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-02-04",2,0,0,0,0,0,0,0,2
"Peak Performance Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",1,889,0,0,889,91.12,980.12,1,0
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-02-04",2,0,0,0,0,0,0,0,1
"Add-on Red Light Panel","HigherDOSE",,"2025-02-04",1,1599,-100,0,1499,125.92,1624.92,0,1
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-02-04",7,2443,-232.46,0,2210.54,167.97,2378.51,5,2
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-02-04",6,468.15,-80.82,0,387.33,30.46,417.79,1,4
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-02-04",3,237,-7.9,0,229.1,17.61,246.71,1,2
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",3,2235,0,0,2235,189.97,2424.97,3,0
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-02-04",16,12836.35,-1286.37,-788,10761.98,836.52,11598.5,16,1
"SweatBand","HigherDOSE","Accessories","2025-02-04",5,245,-17.71,0,227.29,20.7,247.99,2,3
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-02-04",1,0,0,0,0,0,0,0,1
"LED RED Light Face Mask Hardware","HigherDOSE","Replacement Parts","2025-02-04",1,0,0,0,0,0,0,0,1
"Detox Drops","HigherDOSE","Consumables","2025-02-04",6,169.65,-7.25,0,162.4,7.22,169.62,2,3
"Daily Dose Ritual","HigherDOSE","Body Care","2025-02-04",1,109,0,0,109,5.45,114.45,0,1
"High-Dration Powder","HigherDOSE","Consumables","2025-02-04",6,228.15,-83.85,0,144.3,9.67,153.97,1,3
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-02-04",7,472.65,-50.74,0,421.91,30.46,452.37,3,4
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",6,7914,0,0,7914,485.39,8399.39,3,3
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",1,169,0,0,169,16.05,185.05,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-02-04",4,276,-85.6,0,190.4,9.95,200.35,2,2
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-02-04",25,9748.24,-746.79,-867.34,8134.11,665.95,8800.06,22,2
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",2,1438,0,0,1438,79.1,1517.1,2,0
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-02-04",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-04",1,0,0,0,0,0,0,0,1
"(Z) Red Light Hat","HigherDOSE",,"2025-02-04",2,0,0,0,0,0,0,0,2
"(Z) Oxytocin Oil ( Full Size Sample)","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-02-04",15,1615,-98.43,0,1516.57,114.95,1631.52,8,5
"HighDration Kit","HigherDOSE","Brush","2025-02-04",2,98,-98,0,0,0,0,0,2
"(Z) 100% Organic Cotton Bath Robe","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-02-04",4,134.75,-12.7,0,122.05,8.98,131.03,1,3
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-02-04",2,50,0,0,50,0,50,0,2
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-04",1,0,0,0,0,0,0,1,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",6,5775,-50,-825,4900,399.13,5299.13,6,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",4,2956,0,0,2956,184.76,3140.76,3,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-02-04",3,0,0,0,0,0,0,0,3
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"Recovery Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",2,3578,0,0,3578,214.68,3792.68,1,1
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-04",1,2092,0,0,2092,125.52,2217.52,1,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-02-04",2,138,-14.9,0,123.1,8.45,131.55,1,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-02-04",7,4464,-44.85,-558,3861.15,287.91,4149.06,5,3
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-02-04",2,150,-34.59,0,115.41,8.54,123.95,1,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-02-04",5,3672,-294.35,0,3377.65,229.08,3606.73,3,2
"(Z) Glow Serum","HigherDOSE","Comp","2025-02-04",1,0,0,0,0,0,0,0,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-02-04",24,10540.71,-694.52,0,9846.19,821.45,10667.64,19,5
"Peak Performance Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-05",-1,0,0,-779,-779,-54.53,-833.53,0,0
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-02-05",1,89,0,0,89,8.23,97.23,1,0
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-02-05",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-02-05",5,345,-50,0,295,22.78,317.78,2,3
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-05",2,50,0,0,50,0,50,0,2
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-02-05",8,1403.37,-120.8,-240.3,1042.27,69.94,1112.21,4,6
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-02-05",6,210,-9.99,0,200.01,12.21,212.22,2,2
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-02-05",12,18525,-1860.4,-2410,14254.6,1165,15419.6,12,2
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-05",1,609,0,0,609,44.15,653.15,0,1
"Detox Drops","HigherDOSE","Consumables","2025-02-05",3,87,0,0,87,5.37,92.37,1,1
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-02-05",14,7656.64,-654.63,-2495.35,4506.66,320.52,4827.18,14,8
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-02-05",1,138,-50,-69,19,1.57,20.57,0,2
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-02-05",4,2232,0,0,2232,110.91,2342.91,2,2
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-05",2,0,0,0,0,0,0,1,1
"High-Dration Powder","HigherDOSE","Consumables","2025-02-05",6,216.45,0,0,216.45,4.64,221.09,2,2
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-02-05",4,7919.58,-1328.1,-4136.35,2455.13,117.7,2572.83,6,5
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-02-05",1,2092,0,0,2092,125.52,2217.52,0,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-05",2,7914,0,-4430,3484,192.21,3676.21,4,2
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-02-05",2,1490,-745,0,745,76.36,821.36,2,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-02-05",1,0,0,0,0,0,0,0,1
