Day,Orders,Gross sales,Discounts,Returns,Net sales,Shipping charges,Duties,Additional fees,Taxes,Total sales,New customers,Returning customers,Day (previous_year),Orders (previous_year),Gross sales (previous_year),Discounts (previous_year),Returns (previous_year),Net sales (previous_year),Shipping charges (previous_year),Duties (previous_year),Additional fees (previous_year),Taxes (previous_year),Total sales (previous_year),New customers (previous_year),Returning customers (previous_year),Orders (previous_year) ,Gross sales (previous_year) ,Discounts (previous_year) ,Returns (previous_year) ,Net sales (previous_year) ,Shipping charges (previous_year) ,Duties (previous_year) ,Additional fees (previous_year) ,Taxes (previous_year) ,Total sales (previous_year) ,New customers (previous_year) ,Returning customers (previous_year) 
2025-12-01,563,346971.16,-43850.43,-9115.86,294004.87,108.0,0,0,22892.94,317005.81,404,146,2024-11-30,912,613907.43,-81924.67,-11940.79,520041.97,83.0,0,0,38058.67,558183.64,643,256,22.925764192139734,16.219,-10.795,23.432,18.998,112.286,,,26.253,19.932,24.69135802469136,10.606060606060606
