"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"SUPERCHARGE Copper Body Brush","Body Care","2025-01-06",5,345,-10.35,0,334.65,27.94,362.59,3,2
"Red Light Hat","Hair Care","2025-01-06",43,20274.79,-1114.01,-718.4,18442.38,1291.48,19733.86,28,16
"SweatBand","Tools & Accessories","2025-01-06",4,196,-12.25,0,183.75,12.8,196.55,4,0
"(Z) Infrared PEMF Go Mat","Comp","2025-01-06",3,0,0,0,0,0,0,3,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-01-06",2,78,0,0,78,2.73,80.73,1,1
"Daily Dose Ritual","Body Care","2025-01-06",3,327,0,0,327,20.98,347.98,2,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-01-06",12,17467,-812.55,-1036,15618.45,1235.61,16854.06,10,3
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-01-06",12,900,-63.75,0,836.25,67.72,903.97,8,4
"Detox Drops","Lymphatic","2025-01-06",6,169.65,-10.15,0,159.5,5.51,165.01,3,2
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-01-06",7,10552,0,-1037,9515,621.56,10136.56,6,2
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"(Z) Red Light Hat",,"2025-01-06",2,0,0,0,0,0,0,1,1
"Red Light Neck Enhancer","Face & Neck","2025-01-06",8,2785.74,-173.25,0,2612.49,185.04,2797.53,5,3
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-01-06",2,0,0,0,0,0,0,0,2
"(GWP) Infrared Sauna Blanket Colored Insert","Accessories","2025-01-06",2,0,0,0,0,0,0,1,1
"EMF Blocking Fanny Pack","Tools & Accessories","2025-01-06",2,178,-13.35,0,164.65,14.06,178.71,1,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-01-06",2,0,0,0,0,0,0,0,2
"HighDration Kit","Tools & Accessories","2025-01-06",0,147,-98,0,49,2.94,51.94,1,2
"Recovery Bundle","HOLIDAY BUNDLE","2025-01-06",1,1789,0,0,1789,169.95,1958.95,1,0
"(Z) HigherDOSE Mat Cover","Comp","2025-01-06",3,0,0,0,0,0,0,3,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-01-06",3,230.72,-36.29,0,194.43,9.66,204.09,1,2
"Red Light Starter Kit","Rituals & Kits","2025-01-06",10,7190,0,0,7190,532.6,7722.6,7,3
"Best Seller Bundle","Rituals & Kits","2025-01-06",1,2239,0,0,2239,201.51,2440.51,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-01-06",6,5173,0,-606,4567,327.56,4894.56,4,3
"(Z) Glow Serum","Comp","2025-01-06",1,0,0,0,0,0,0,0,1
"PEMF TESTER Magnet For PEMF Devices","Replacement Cord","2025-01-06",2,0,0,0,0,0,0,1,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-01-07",10,13617.47,-1171.04,0,12446.43,805.24,13251.67,7,3
"Red Light Skin Starter Kit","Rituals & Kits","2025-01-07",4,2436,0,0,2436,185.74,2621.74,3,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-01-07",4,156,-9.75,0,146.25,11.62,157.87,2,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-01-07",2,50,0,0,50,0,50,1,1
"(Z) Infrared PEMF Go Mat","Comp","2025-01-07",2,0,0,0,0,0,0,2,0
"(Z) EMF BLOCKING FANNY PACK","Accessories","2025-01-07",3,0,0,0,0,0,0,1,1
"SweatBand","Tools & Accessories","2025-01-07",3,147,-24.5,0,122.5,9.76,132.26,1,2
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-01-07",5,7914,0,-1037,6877,426.18,7303.18,6,0
"Detox Drops","Lymphatic","2025-01-07",9,256.65,-25.13,0,231.52,11.2,242.72,1,5
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-01-07",3,0,0,0,0,0,0,1,2
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-01-07",7,525,-87.05,0,437.95,38.96,476.91,2,4
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-01-07",6,0,0,0,0,0,0,2,4
"(Z) HigherDOSE Endorphin Oil","Comp","2025-01-07",4,0,0,0,0,0,0,1,3
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-01-07",6,0,0,0,0,0,0,3,3
"(GWP) Infrared Sauna Blanket Colored Insert","Accessories","2025-01-07",1,0,0,0,0,0,0,0,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-01-07",2,50,0,0,50,3.63,53.63,0,2
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"(Z) Red Light Hat",,"2025-01-07",1,0,0,0,0,0,0,0,0
"Endorphin Kit","Rituals & Kits","2025-01-07",1,169,0,0,169,11.83,180.83,0,1
"(Z) High-Dration Powder","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"(Z) 100% Organic Cotton Bath Robe","Comp","2025-01-07",1,0,0,0,0,0,0,0,0
"Red Light Starter Kit","Rituals & Kits","2025-01-07",4,2876,0,0,2876,234.95,3110.95,4,0
"Best Seller Bundle","Rituals & Kits","2025-01-07",2,4478,0,0,4478,342.57,4820.57,1,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-01-07",7,5912,0,-606,5306,400.09,5706.09,5,3
"HigherDOSE Mat Cover","Tools & Accessories","2025-01-07",4,296,-47.4,0,248.6,17.81,266.41,1,2
"(Z) HigherDOSE Mat Cover","Comp","2025-01-07",5,0,0,0,0,0,0,3,1
"(Z) Detox Drops","Comp","2025-01-07",3,0,0,0,0,0,0,1,2
"Mask - Replacement Cord","Replacement Cord","2025-01-07",3,0,0,0,0,0,0,1,2
"Infrared Sauna Blanket","Infrared Sauna","2025-01-07",29,21941.03,-2607.38,0,19333.65,1362.45,20696.1,23,6
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-01-07",5,352.5,-17.05,0,335.45,21.25,356.7,2,3
"High Maintenance Cleaner","Tools & Accessories","2025-01-07",3,207,-17.25,0,189.75,13.48,203.23,2,1
"Peak Performance Bundle","HOLIDAY BUNDLE","2025-01-07",1,889,0,0,889,74.45,963.45,1,0
"Red Light Neck Enhancer","Face & Neck","2025-01-07",9,3118.42,-555.01,0,2563.41,227.51,2790.92,5,4
"HigherDOSE Red Light Face Mask","Face & Neck","2025-01-07",23,9074,-750.35,-907.4,7416.25,500.64,7916.89,24,2
"(Z) Red Light Neck Enhancer","Comp","2025-01-07",1,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-01-07",20,2200,-387.25,0,1812.75,136.63,1949.38,12,5
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-01-07",6,204.75,-31.07,0,173.68,13.02,186.7,1,4
"HighDration Kit","Tools & Accessories","2025-01-07",-2,0,0,0,0,0,0,0,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-01-07",12,0,0,0,0,0,0,3,9
"(Z) Glow Serum","Comp","2025-01-07",1,0,0,0,0,0,0,1,0
"(Z) Infrared Sauna Blanket","Comp","2025-01-07",9,0,0,0,0,0,0,3,6
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-01-07",5,2790,0,0,2790,224.34,3014.34,4,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-01-07",4,0,0,0,0,0,0,0,4
"(Z) Soak Salt Mini","Body Care","2025-01-07",20,0,0,0,0,0,0,1,0
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-01-07",18,16500,-46.2,-1338,15115.8,1089.33,16205.13,17,3
"Sauna Blanket Bag","Tools & Accessories","2025-01-07",2,198,-9.9,0,188.1,15.17,203.27,1,1
"Infrared PEMF Go Mat","PEMF","2025-01-07",11,7925,-722.6,0,7202.4,533.78,7736.18,9,2
"(Z) Sauna Blanket Bag","Comp","2025-01-07",2,0,0,0,0,0,0,1,1
"Daily Dose Ritual","Body Care","2025-01-07",2,218,0,0,218,20.28,238.28,0,1
"Red Light Hat","Hair Care","2025-01-07",36,17082.9,-1216.48,-835.22,15031.2,1095.54,16126.74,28,9
"(Z) DailyDOSE Water Bottle","Accessories","2025-01-07",2,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-01-07",5,0,0,0,0,0,0,1,3
"Ultimate Biohacking Bundle","Rituals & Kits","2025-01-07",2,4798,0,0,4798,372.45,5170.45,2,0
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2025-01-07",1,0,0,0,0,0,0,1,0
"Light-Activated Glow Serum","Face & Neck","2025-01-07",7,526.2,-52.47,-55.2,418.53,33.82,452.35,4,4
"SUPERCHARGE Copper Body Brush","Body Care","2025-01-07",6,417.21,-31.69,0,385.52,39.79,425.31,1,3
"High-Dration Powder","Infrared Sauna","2025-01-07",7,273,-25.58,0,247.42,15.01,262.43,0,5
"eGift Card","Gift Card","2025-01-07",1,449,0,0,449,0,449,1,0
"(Z) Sweat Band","Accessories","2025-01-07",2,0,0,0,0,0,0,1,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-01-07",16,879.9,-185.7,0,694.2,53.54,747.74,3,11
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-01-08",4,6595,0,-1037,5558,423.58,5981.58,5,0
"EMF Blocking Fanny Pack","Tools & Accessories","2025-01-08",2,189.83,0,0,189.83,17.32,207.15,1,1
"Red Light Neck Enhancer","Face & Neck","2025-01-08",4,2094,-261.75,-558.4,1273.85,63.74,1337.59,6,0
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"Detox Drops","Lymphatic","2025-01-08",-3,0,0,-69.6,-69.6,-3.73,-73.33,0,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-01-08",3,0,0,0,0,0,0,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-01-08",3,225,-22.5,0,202.5,15.1,217.6,2,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-01-08",10,21422.46,-1600.12,-6606.2,13216.14,1032.06,14248.2,15,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-01-08",2,1827,-72,-537,1218,67.87,1285.87,3,0
"(Z) Glow Serum","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-01-08",2,78,0,0,78,5.51,83.51,0,2
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-01-08",1,50,0,0,50,0,50,0,1
"(Z) EMF BLOCKING FANNY PACK","Accessories","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","Comp","2025-01-08",4,0,0,0,0,0,0,1,0
"SweatBand","Tools & Accessories","2025-01-08",3,147,0,0,147,9.8,156.8,2,1
"HighDration Kit","Tools & Accessories","2025-01-08",-20,0,0,-98,-98,-2.94,-100.94,0,0
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-01-08",2,0,0,0,0,0,0,0,2
"PEMF TESTER Magnet For PEMF Devices","Replacement Cord","2025-01-08",1,0,0,0,0,0,0,0,1
"Endorphin Kit","Rituals & Kits","2025-01-08",2,338,0,0,338,29.33,367.33,2,0
"Daily Dose Ritual","Body Care","2025-01-08",2,218,0,0,218,15.66,233.66,1,1
"(Z) High-Dration Powder","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-01-08",5,5173,-75,-1245,3853,254.05,4107.05,5,2
"Red Light Starter Kit","Rituals & Kits","2025-01-08",0,719,0,-627,92,-5.26,86.74,1,0
"Recovery Bundle","HOLIDAY BUNDLE","2025-01-08",1,1789,0,0,1789,147.59,1936.59,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-01-08",4,355,-11.85,-63.2,279.95,17.65,297.6,4,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-01-08",3,0,0,0,0,0,0,0,3
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) Red Light Hat",,"2025-01-08",3,0,0,0,0,0,0,2,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-01-08",2,50,0,0,50,0,50,0,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-01-08",13,2349.86,-110.65,-566.1,1673.11,141.39,1814.5,12,5
"(Z) HIGH MAINTENANCE Cleaner (Refill)","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-01-08",9,7876.44,-935.42,-4129.92,2811.1,297.07,3108.17,19,4
"(Z) Red Light Neck Enhancer","Comp","2025-01-08",3,0,0,0,0,0,0,3,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-01-08",25,0,0,0,0,0,0,3,19
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-01-08",2,105,0,-28,77,5.63,82.63,1,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-01-08",-1,1116,0,-1674,-558,-28.88,-586.88,2,0
"(Z) Infrared Sauna Blanket","Comp","2025-01-08",3,0,0,0,0,0,0,0,3
"(Z) Soak Salt Mini","Body Care","2025-01-08",1,0,0,0,0,0,0,0,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) Detox Drops","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2025-01-08",11,18663.39,-2110.94,-7625.6,8926.85,712.09,9638.94,21,2
"High Maintenance Cleaner","Tools & Accessories","2025-01-08",4,345,-10.35,-55.2,279.45,20.19,299.64,3,2
"Peak Performance Bundle","HOLIDAY BUNDLE","2025-01-08",1,889,0,0,889,55.56,944.56,1,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"Red Light Hat","Hair Care","2025-01-08",25,13087.07,-638.51,-1526.6,10921.96,757.83,11679.79,19,9
"(POS) HighDration Kit","Brush","2025-01-08",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner (Refill)","Accessories","2025-01-08",1,58.65,0,0,58.65,6.02,64.67,0,1
"(Z) DailyDOSE Water Bottle","Accessories","2025-01-08",1,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","Face & Neck","2025-01-08",8,541.65,-37.95,0,503.7,36.17,539.87,4,4
"SUPERCHARGE Copper Body Brush","Body Care","2025-01-08",5,330.75,-29.62,0,301.13,20.44,321.57,4,1
"Ultimate Biohacking Bundle","Rituals & Kits","2025-01-08",1,2399,0,0,2399,216.99,2615.99,1,0
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2025-01-08",1,0,0,0,0,0,0,0,1
"(Z) Sweat Band","Accessories","2025-01-08",1,0,0,0,0,0,0,0,1
"High-Dration Powder","Infrared Sauna","2025-01-08",3,111.15,-11.7,0,99.45,8.47,107.92,0,3
"HigherDOSE Serotonin Soak Salt","Body Care","2025-01-08",6,447.15,0,-31.2,415.95,39.35,455.3,2,4
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-01-08",2,0,0,0,0,0,0,0,2
"Sauna Blanket Starter Kit","Rituals & Kits","2025-01-08",-7,5775,-156,-9526,-3907,-354.49,-4261.49,7,0
"Sauna Blanket Bag","Tools & Accessories","2025-01-08",-1,0,0,-79.2,-79.2,-5.25,-84.45,0,0
"Infrared PEMF Go Mat","PEMF","2025-01-08",6,7925,-518.8,-2796,4610.2,354.15,4964.35,6,4
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-01-09",2,1674,0,-558,1116,100.46,1216.46,2,1
"(Z) Infrared Sauna Blanket","Comp","2025-01-09",3,0,0,0,0,0,0,1,2
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-01-09",1,50,0,0,50,0,50,1,0
"Daily Dose Ritual","Body Care","2025-01-09",1,109,0,0,109,6.92,115.92,0,1
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-01-09",1,0,0,0,0,0,0,0,1
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-01-09",4,140,-19.25,0,120.75,8.74,129.49,1,3
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-01-09",10,1986.13,-112.76,-642.3,1231.07,83.75,1314.82,8,7
"HigherDOSE Red Light Face Mask","Face & Neck","2025-01-09",15,7308.99,-711.96,-1672.32,4924.71,334.87,5259.58,17,4
"High Maintenance Cleaner","Tools & Accessories","2025-01-09",4,265.65,0,0,265.65,18.24,283.89,0,4
"(Z) Detox Drops","Comp","2025-01-09",1,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","Replacement Cord","2025-01-09",2,61.5,0,0,61.5,0,61.5,1,1
"Infrared Sauna Blanket","Infrared Sauna","2025-01-09",8,15219.79,-1448.79,-7435.2,6335.8,322.72,6658.52,17,3
"HigherDOSE Serotonin Soak Salt","Body Care","2025-01-09",7,453,-82.35,0,370.65,27.88,398.53,2,3
"Red Light Neck Enhancer","Face & Neck","2025-01-09",2,1047,-314.1,-349,383.9,32.28,416.18,1,1
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-01-09",2,0,0,0,0,0,0,0,2
"(Z) Sweat Band","Accessories","2025-01-09",3,0,0,0,0,0,0,1,0
"High-Dration Powder","Infrared Sauna","2025-01-09",4,156,-17.55,0,138.45,4.14,142.59,3,0
"Light-Activated Glow Serum","Face & Neck","2025-01-09",9,621,-62.1,0,558.9,41.32,600.22,3,5
"SUPERCHARGE Copper Body Brush","Body Care","2025-01-09",1,69,0,0,69,4.08,73.08,1,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-01-09",3,0,0,0,0,0,0,1,0
"Red Light Hat","Hair Care","2025-01-09",27,13491.97,-1189.85,-1077.6,11224.52,968.16,12192.68,14,13
"(Z) DailyDOSE Water Bottle","Accessories","2025-01-09",1,0,0,0,0,0,0,0,1
"(Z) Glow Serum","Comp","2025-01-09",1,0,0,0,0,0,0,0,1
"(Z) Sauna Blanket Bag","Comp","2025-01-09",1,0,0,0,0,0,0,0,1
"Infrared PEMF Go Mat","PEMF","2025-01-09",3,5769,-393.3,-2843.2,2532.5,180.49,2712.99,5,3
"Sauna Blanket Starter Kit","Rituals & Kits","2025-01-09",6,11550,0,-5352,6198,332.05,6530.05,11,3
"Add-on Red Light Panel",,"2025-01-09",1,1599,-200,0,1399,115.42,1514.42,0,1
"Sauna Blanket Bag","Tools & Accessories","2025-01-09",3,297,0,0,297,23.17,320.17,1,0
"HighDration Kit","Tools & Accessories","2025-01-09",-9,49,0,-49,0,-0.73,-0.73,1,0
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-01-09",2,0,0,0,0,0,0,1,1
"Best Seller Plus Bundle","Rituals & Kits","2025-01-09",-1,0,0,-2092,-2092,-167.36,-2259.36,0,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-01-09",3,0,0,0,0,0,0,1,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-01-09",7,525,-15,0,510,38.97,548.97,3,4
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-01-09",1,0,0,0,0,0,0,1,0
"Detox Drops","Lymphatic","2025-01-09",3,82.65,-4.35,0,78.3,0,78.3,2,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-01-09",16,22423,-282,-1037,21104,1408.34,22512.34,11,4
"SweatBand","Tools & Accessories","2025-01-09",1,49,0,0,49,2.9,51.9,1,0
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-01-09",3,0,0,0,0,0,0,1,0
"(Z) Infrared PEMF Go Mat","Comp","2025-01-09",1,0,0,0,0,0,0,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-01-09",2,78,0,0,78,7.13,85.13,2,0
"Hyperice Normatec 3 Legs",,"2025-01-09",1,799,-239.7,0,559.3,46.15,605.45,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-01-09",7,12112.48,-323.75,-2331,9457.73,666.65,10124.38,9,0
"Red Light Skin Starter Kit","Rituals & Kits","2025-01-09",2,1218,0,0,1218,105.97,1323.97,1,1
"Recovery Bundle","HOLIDAY BUNDLE","2025-01-09",0,1789,0,-1569,220,40.35,260.35,1,0
"(Z) HigherDOSE Mat Cover","Comp","2025-01-09",3,0,0,0,0,0,0,1,1
"HigherDOSE Mat Cover","Tools & Accessories","2025-01-09",4,316,-75.05,0,240.95,18.75,259.7,1,2
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-01-09",4,4434,-81.29,-1212,3140.71,261.15,3401.86,5,1
"Red Light Starter Kit","Rituals & Kits","2025-01-09",5,3595,-92,0,3503,277.82,3780.82,4,1
"Dopamine Set","Rituals & Kits","2025-01-09",1,75,0,0,75,5.82,80.82,0,1
"LED RED Light Face Mask Straps","Replacement Parts","2025-01-09",1,0,0,0,0,0,0,0,1
"PEMF TESTER Magnet For PEMF Devices","Replacement Cord","2025-01-09",2,0,0,0,0,0,0,1,0
"(Z) Red Light Hat",,"2025-01-09",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-01-09",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-01-09",8,0,0,0,0,0,0,1,5
"(Z) Infrared PEMF Go Mat","Comp","2025-01-10",2,0,0,0,0,0,0,0,2
"SweatBand","Tools & Accessories","2025-01-10",5,245,-22.05,0,222.95,15.09,238.04,4,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-01-10",9,14640,-1726.95,-2072,10841.05,871.65,11712.7,11,0
"Red Light Skin Starter Kit","Rituals & Kits","2025-01-10",3,1827,0,0,1827,139.76,1966.76,3,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-01-10",5,195,-5.85,0,189.15,12.51,201.66,1,3
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-01-10",2,0,0,0,0,0,0,0,2
"Detox Drops","Lymphatic","2025-01-10",2,58,0,0,58,0,58,0,2
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-01-10",9,675,-60,0,615,46.71,661.71,6,3
"(POS) HighDration Kit","Brush","2025-01-10",1,0,0,0,0,0,0,1,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-01-10",-1,6595,0,-6346,249,-4.44,244.56,4,1
"(Z) HigherDOSE Mat Bag","Comp","2025-01-10",1,0,0,0,0,0,0,0,1
"(Z) Red Light Hat",,"2025-01-10",1,0,0,0,0,0,0,0,1
"Full Spectrum Infrared Sauna","Infrared Sauna","2025-01-10",1,7999,-1599.8,0,6399.2,415.94,6815.14,1,0
"Best Seller Bundle","Rituals & Kits","2025-01-10",2,4478,0,0,4478,167.93,4645.93,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-01-10",3,3695,0,-1212,2483,165.32,2648.32,4,1
"Red Light Starter Kit","Rituals & Kits","2025-01-10",1,1438,0,-627,811,56.31,867.31,1,1
"Recovery Bundle","HOLIDAY BUNDLE","2025-01-10",1,1789,0,0,1789,169.95,1958.95,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-01-10",1,138,-8.85,-63.2,65.95,6.83,72.78,2,0
"(Z) 100% Organic Cotton Bath Robe","Comp","2025-01-10",1,0,0,0,0,0,0,1,0
"High Maintenance Cleaner","Tools & Accessories","2025-01-10",6,403.65,-51.75,0,351.9,21.81,373.71,1,4
"(Z) Detox Drops","Comp","2025-01-10",1,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","Replacement Cord","2025-01-10",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2025-01-10",4,13755,-1282.55,-8352,4120.45,195.8,4316.25,16,2
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-01-10",6,405,-7.5,0,397.5,25.54,423.04,2,3
"Daily Dose Ritual","Body Care","2025-01-10",1,109,0,0,109,11.72,120.72,1,0
"(Z) Infrared Sauna Blanket","Comp","2025-01-10",7,0,0,0,0,0,0,2,5
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-01-10",1,558,0,0,558,34.88,592.88,1,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-01-10",3,0,0,0,0,0,0,0,3
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-01-10",13,1704,-124.6,-231.4,1348,85.9,1433.9,12,2
"HigherDOSE Red Light Face Mask","Face & Neck","2025-01-10",2,6651.15,-502.5,-4816.2,1332.45,61.49,1393.94,15,4
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-01-10",8,0,0,0,0,0,0,0,8
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-01-10",4,134.75,-10.5,0,124.25,8.82,133.07,3,1
"Infrared PEMF Go Mat","PEMF","2025-01-10",14,12237,-1261.6,-1923.6,9051.8,704.87,9756.67,13,4
"Best Seller Plus Bundle","Rituals & Kits","2025-01-10",2,4184,0,0,4184,334.72,4518.72,2,0
"HighDration Kit","Tools & Accessories","2025-01-10",-16,0,0,0,0,0,0,0,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-01-10",-6,3300,0,-6690,-3390,-248.24,-3638.24,4,0
"Sauna Blanket Bag","Tools & Accessories","2025-01-10",2,198,-14.85,0,183.15,17.31,200.46,2,0
"Red Light Neck Enhancer","Face & Neck","2025-01-10",6,2094,-188.46,0,1905.54,121.83,2027.37,3,3
"High-Dration Powder","Infrared Sauna","2025-01-10",3,117,-29.25,0,87.75,1.99,89.74,0,2
"HigherDOSE Serotonin Soak Salt","Body Care","2025-01-10",10,426.6,-27.45,0,399.15,33.79,432.94,5,5
"Red Light Hat","Hair Care","2025-01-10",29,15266,-651.05,-1796,12818.95,928.35,13747.3,23,11
"(Z) DailyDOSE Water Bottle","Accessories","2025-01-10",1,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","Face & Neck","2025-01-10",14,994.1,-55.2,-55.2,883.7,60.6,944.3,5,7
"SUPERCHARGE Copper Body Brush","Body Care","2025-01-10",1,69,-10.35,0,58.65,4.11,62.76,1,0
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-01-11",2,150,-15,0,135,9.62,144.62,2,0
"Infrared Sauna Blanket","Infrared Sauna","2025-01-11",15,13905.28,-1312.1,-2018.4,10574.78,665.28,11240.06,15,3
"Full Spectrum Infrared Sauna","Infrared Sauna","2025-01-11",1,7999,-1599.8,0,6399.2,511.93,6911.13,1,0
"High Maintenance Cleaner","Tools & Accessories","2025-01-11",3,207,-24.15,0,182.85,15.37,198.22,3,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-01-11",5,0,0,0,0,0,0,1,4
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-01-11",2,70,-3.5,0,66.5,4.31,70.81,0,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-01-11",16,1844,-78.85,0,1765.15,123.57,1888.72,8,7
"HigherDOSE Red Light Face Mask","Face & Neck","2025-01-11",23,8689.27,-764.23,-558.4,7366.64,472.11,7838.75,22,3
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-01-11",1,558,0,0,558,44.65,602.65,0,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-01-11",3,0,0,0,0,0,0,0,3
