"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Full Spectrum Infrared Sauna","Infrared Sauna","2024-01-01",2,12598,0,0,12598,868.87,13466.87,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-01-01",14,8806,0,0,8806,594.12,9400.12,10,4
"Best Seller Bundle","Rituals & Kits","2024-01-01",10,17490,0,0,17490,1379.52,18869.52,8,2
"HigherDOSE Mat Cover","Tools & Accessories","2024-01-01",10,750,-84.85,0,665.15,52.55,717.7,5,4
"Red Light Skin Starter Kit","Rituals & Kits","2024-01-01",14,8722,0,0,8722,690.74,9412.74,11,3
"HigherDOSE PEMF Pro Mat","PEMF","2024-01-01",17,23705,-3624.45,-1100.75,18979.8,1400.07,20379.87,15,3
"HigherDOSE Oxytocin Oil","Body Care","2024-01-01",5,375,-71.25,0,303.75,21.39,325.14,2,3
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-01-01",15,17985,0,0,17985,1294.69,19279.69,12,3
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-01",101,70599,0,0,70599,5160.12,75759.12,92,9
"Red Light Neck Enhancer","Face & Neck","2024-01-01",7,2443,-449,0,1994,83.99,2077.99,4,3
"Infrared PEMF Go Mat","PEMF","2024-01-01",11,7748,-1232.1,0,6515.9,439.07,6954.97,6,5
"HigherDOSE Endorphin Oil","Body Care","2024-01-01",7,525,-75,0,450,32.31,482.31,5,2
"Light-Activated Glow Serum","Face & Neck","2024-01-01",21,1635.3,-177.75,0,1457.55,109.71,1567.26,6,13
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-01",15,1031.32,-171.94,0,859.38,58.95,918.33,6,9
"Ultimate Biohacking Bundle","Rituals & Kits","2024-01-01",12,22788,0,0,22788,1776.07,24564.07,12,0
"Biohacker's Bath Bundle","HOLIDAY BUNDLE","2024-01-01",2,498,0,0,498,32.99,530.99,1,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-01",30,1774.2,-113.55,0,1660.65,116.62,1777.27,8,17
"Infrared Sauna Blanket","Infrared Sauna","2024-01-01",43,34174.12,-4354.05,0,29820.07,2099.38,31919.45,38,5
"High Maintenance Cleaner","Tools & Accessories","2024-01-01",8,541.65,-62.1,0,479.55,31.19,510.74,1,7
"Infrared Sauna Blanket Colored Insert","Accessories","2024-01-01",17,1302,0,0,1302,99.74,1401.74,7,7
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-01-01",34,4013.2,-507.73,0,3505.47,233.53,3739,16,17
"HigherDOSE Red Light Face Mask","Face & Neck","2024-01-01",92,32081.33,-4480.64,0,27600.69,1965.63,29566.32,78,13
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-01-01",8,280,-36.75,0,243.25,19.64,262.89,3,4
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-01-01",2,113.66,0,0,113.66,4.51,118.17,1,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-01-01",11,6146.75,0,0,6146.75,393.71,6540.46,10,1
"Infrared Sauna Blanket","Infrared Sauna","2024-01-02",19,19962.28,-2635.09,-4166.1,13161.09,868.54,14029.63,22,4
"Mask - Replacement Cord","Replacement Cord","2024-01-02",1,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket Colored Insert","Accessories","2024-01-02",10,865,0,0,865,55.12,920.12,5,2
"High Maintenance Cleaner","Tools & Accessories","2024-01-02",3,207,0,0,207,16.22,223.22,2,1
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-01-02",7,239.75,-28,0,211.75,15.84,227.59,2,4
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-01-02",17,1637.67,-124.7,0,1512.97,112.64,1625.61,13,2
"HigherDOSE Red Light Face Mask","Face & Neck","2024-01-02",56,21646.01,-2407.05,-1692.65,17546.31,1134.68,18680.99,50,12
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-01-02",2,0,0,0,0,0,0,0,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-01-02",5,2790,0,0,2790,153.45,2943.45,4,1
"(Z) Infrared Sauna Blanket","Comp","2024-01-02",3,0,0,0,0,0,0,0,3
"Sauna Blanket Bag","Tools & Accessories","2024-01-02",4,396,-34.65,0,361.35,21.99,383.34,3,1
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-02",79,58716,0,-3495,55221,4280.8,59501.8,62,5
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-01-02",1,0,0,0,0,0,0,1,0
"HigherDOSE Endorphin Oil","Body Care","2024-01-02",7,525,-33.75,0,491.25,25.15,516.4,2,5
"Infrared PEMF Go Mat","PEMF","2024-01-02",2,5607.9,-501.1,-3510.2,1596.6,9.19,1605.79,7,1
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-02",12,893.4,-99.51,-58.65,735.24,46.85,782.09,5,6
"Light-Activated Glow Serum","Face & Neck","2024-01-02",5,395,-35.55,0,359.45,21.85,381.3,1,4
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-02",14,895.05,-52.35,-33.15,809.55,56.99,866.54,4,10
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-01-02",2,0,0,0,0,0,0,0,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-01-02",2,0,0,0,0,0,0,0,2
"Red Light Skin Starter Kit","Rituals & Kits","2024-01-02",6,4561,0,-623,3938,288.29,4226.29,3,4
"HigherDOSE PEMF Pro Mat","PEMF","2024-01-02",3,14574.91,-1775.9,-8861.9,3937.11,221.57,4158.68,11,0
"Red Light Neck Enhancer","Face & Neck","2024-01-02",4,1762.16,-281.78,-279.2,1201.18,49.82,1251,3,2
"HigherDOSE Oxytocin Oil","Body Care","2024-01-02",3,300,-37.5,-60,202.5,15.89,218.39,2,2
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-01-02",5,9727,-18,-3597,6112,451.1,6563.1,6,2
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-01-02",3,0,0,0,0,0,0,1,1
"(Z) Glow Serum","Comp","2024-01-02",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-01-02",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Mat Cover","Comp","2024-01-02",1,0,0,0,0,0,0,0,1
"HigherDOSE Mat Cover","Tools & Accessories","2024-01-02",8,684,-81.84,-50.15,552.01,45.52,597.53,7,2
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-01-02",9,6290,0,-629,5661,409.95,6070.95,4,5
"Best Seller Bundle","Rituals & Kits","2024-01-02",10,20520.8,0,-1749,18771.8,842.17,19613.97,10,1
"(Z) Infrared PEMF Go Mat","Comp","2024-01-03",2,0,0,0,0,0,0,1,1
"HigherDOSE Oxytocin Oil","Body Care","2024-01-03",2,150,-11.25,0,138.75,10.2,148.95,1,1
"Red Light Skin Starter Kit","Rituals & Kits","2024-01-03",9,6057,0,0,6057,398.27,6455.27,6,3
"HigherDOSE PEMF Pro Mat","PEMF","2024-01-03",23,30032.97,-3396.29,0,26636.68,1789.24,28425.92,20,3
"(Z) SUPERCHARGE Copper Body Brush","Comp","2024-01-03",2,0,0,0,0,0,0,2,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-01-03",3,0,0,0,0,0,0,0,2
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-01-03",4,5401,0,0,5401,390.77,5791.77,3,1
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","Comp","2024-01-03",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Endorphin Oil","Comp","2024-01-03",2,0,0,0,0,0,0,1,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-01-03",12,7768,-66,0,7702,624.84,8326.84,8,3
"Best Seller Bundle","Rituals & Kits","2024-01-03",3,7976,0,-2033.86,5942.14,632.57,6574.71,4,0
"HigherDOSE Mat Cover","Tools & Accessories","2024-01-03",8,572,-49.25,0,522.75,36.33,559.08,8,0
"(Z) HigherDOSE Mat Cover","Comp","2024-01-03",1,0,0,0,0,0,0,1,0
"LED RED Light Face Mask Straps","Replacement Parts","2024-01-03",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner","Tools & Accessories","2024-01-03",8,552,-52.52,0,499.48,34.69,534.17,4,4
"Infrared Sauna Blanket","Infrared Sauna","2024-01-03",38,29544.73,-4079.45,-629.1,24836.18,1810.37,26646.55,35,4
"Mask - Replacement Cord","Replacement Cord","2024-01-03",2,50,0,0,50,0,50,0,2
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-01-03",6,50,0,0,50,0,50,0,6
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-01-03",9,5022,0,0,5022,391.88,5413.88,5,4
"(Z) Infrared Sauna Blanket","Comp","2024-01-03",4,0,0,0,0,0,0,3,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-01-03",32,3840,-433.13,0,3406.87,209.9,3616.77,17,9
"HigherDOSE Red Light Face Mask","Face & Neck","2024-01-03",47,17197.81,-2125.97,-620.18,14451.66,1105.73,15557.39,40,9
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-01-03",3,105,-5.25,0,99.75,6.49,106.24,2,1
"(Z) Sauna Blanket Bag","Comp","2024-01-03",1,0,0,0,0,0,0,1,0
"Infrared PEMF Go Mat","PEMF","2024-01-03",6,5592,-908.7,-1223.25,3460.05,323.39,3783.44,7,1
"HigherDOSE Endorphin Oil","Body Care","2024-01-03",5,375,-67.5,0,307.5,20.84,328.34,2,3
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-01-03",4,0,0,0,0,0,0,0,4
"Sauna Blanket Bag","Tools & Accessories","2024-01-03",8,792,-49.5,0,742.5,47.5,790,3,5
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-03",29,24669,-50,-1398,23221,1611,24832,30,1
"Red Light Neck Enhancer","Face & Neck","2024-01-03",6,2094,-383.9,0,1710.1,126.66,1836.76,4,2
"eGift Card","Gift Card","2024-01-03",2,749,0,0,749,3.31,752.31,2,0
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-03",20,1353.45,-103.2,0,1250.25,99.38,1349.63,8,8
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-01-03",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-01-03",1,0,0,0,0,0,0,1,0
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-03",10,759,-127.65,-69,562.35,41.66,604.01,5,6
"Light-Activated Glow Serum","Face & Neck","2024-01-03",12,1070.45,-118.5,-134.3,817.65,64.08,881.73,5,9
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-01-03",1,0,0,0,0,0,0,1,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-01-04",7,50,0,0,50,0,50,1,6
"(Z) Infrared Sauna Blanket","Comp","2024-01-04",7,0,0,0,0,0,0,4,3
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-01-04",4,3348,0,-1116,2232,245.68,2477.68,5,1
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-01-04",8,0,0,0,0,0,0,4,4
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-01-04",7,239.75,-58.07,0,181.68,13.41,195.09,4,3
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-01-04",26,2448.26,-207,0,2241.26,173.7,2414.96,18,6
"HigherDOSE Red Light Face Mask","Face & Neck","2024-01-04",43,15368.51,-1693.74,-287.01,13387.76,833.37,14221.13,37,7
"(Z) Red Light Neck Enhancer","Comp","2024-01-04",2,0,0,0,0,0,0,2,0
"Infrared Sauna Blanket Colored Insert","Accessories","2024-01-04",4,686,-398,0,288,24.65,312.65,1,2
"High Maintenance Cleaner","Tools & Accessories","2024-01-04",1,69,0,0,69,4.14,73.14,1,0
"Infrared Sauna Blanket","Infrared Sauna","2024-01-04",24,19869.97,-3084.95,-1748.8,15036.22,775.23,15811.45,23,4
"Mask - Replacement Cord","Replacement Cord","2024-01-04",2,50,0,0,50,0,50,2,0
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-04",15,738.45,-58.8,0,679.65,48.83,728.48,7,7
"Biohacker's Bath Bundle","HOLIDAY BUNDLE","2024-01-04",1,249,0,0,249,19.92,268.92,1,0
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-04",15,1032.72,-117.3,0,915.42,61.77,977.19,8,7
"Light-Activated Glow Serum","Face & Neck","2024-01-04",4,371.3,-27.65,-79,264.65,17.13,281.78,3,2
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-01-04",1,0,0,0,0,0,0,1,0
"Ultimate Biohacking Bundle","Rituals & Kits","2024-01-04",-1,0,0,-1899,-1899,-137.68,-2036.68,0,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-01-04",3,0,0,0,0,0,0,3,0
"(Z) Glow Serum","Comp","2024-01-04",2,0,0,0,0,0,0,1,1
"HigherDOSE Endorphin Oil","Body Care","2024-01-04",7,513.75,-120.68,0,393.07,29.66,422.73,2,5
"Infrared PEMF Go Mat","PEMF","2024-01-04",1,2796,-349.5,-1662.5,784,37.16,821.16,2,2
"Sauna Blanket Bag","Tools & Accessories","2024-01-04",3,297,-32.85,0,264.15,20.54,284.69,0,3
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-04",19,15980,-100,-699,15181,1239.88,16420.88,17,3
"Red Light Neck Enhancer","Face & Neck","2024-01-04",5,1745,-174.5,0,1570.5,137.05,1707.55,5,0
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-01-04",6,0,0,0,0,0,0,2,4
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-01-04",9,0,0,0,0,0,0,4,3
"(Z) SUPERCHARGE Copper Body Brush","Comp","2024-01-04",5,0,0,0,0,0,0,5,0
"GO Mat Replacement Cord - UK/Europe","Replacement Cord","2024-01-04",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-01-04",4,8394,0,-2733,5661,415,6076,6,0
"HigherDOSE Oxytocin Oil","Body Care","2024-01-04",5,375,-41.25,0,333.75,26.15,359.9,0,5
"(Z) HigherDOSE Mat Bag","Comp","2024-01-04",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","Comp","2024-01-04",2,0,0,0,0,0,0,2,0
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-01-04",1,0,0,0,0,0,0,0,1
"Red Light Skin Starter Kit","Rituals & Kits","2024-01-04",6,4038,0,0,4038,302.01,4340.01,4,2
"HigherDOSE PEMF Pro Mat","PEMF","2024-01-04",12,17088.2,-1584.08,-1100.75,14403.37,975.25,15378.62,12,1
"HigherDOSE Mat Cover","Tools & Accessories","2024-01-04",4,296,-11.85,0,284.15,19.27,303.42,3,1
"(Z) HigherDOSE Mat Cover","Comp","2024-01-04",2,0,0,0,0,0,0,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-01-04",4,3245,0,-629,2616,229.2,2845.2,3,2
"Best Seller Bundle","Rituals & Kits","2024-01-04",2,3998,0,0,3998,284.86,4282.86,2,0
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","Comp","2024-01-04",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-01-04",4,0,0,0,0,0,0,3,1
"(Z) SUPERCHARGE Copper Body Brush","Comp","2024-01-05",102,0,0,0,0,0,0,1,2
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-01-05",5,0,0,0,0,0,0,1,3
"Red Light Skin Starter Kit","Rituals & Kits","2024-01-05",2,1346,0,0,1346,70.33,1416.33,2,0
"HigherDOSE PEMF Pro Mat","PEMF","2024-01-05",6,11823.24,-1505.05,-3172.75,7145.44,377.18,7522.62,8,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-01-05",3,50,0,-50,0,0,0,1,3
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2024-01-05",-1,0,0,-129,-129,-11.36,-140.36,0,0
"Red Light Neck Enhancer","Face & Neck","2024-01-05",6,2443,-366.45,-279.2,1797.35,107.93,1905.28,3,4
"(Z) Infrared PEMF Go Mat","Comp","2024-01-05",1,0,0,0,0,0,0,0,1
"HigherDOSE Oxytocin Oil","Body Care","2024-01-05",6,450,-22.5,0,427.5,25.39,452.89,3,3
"LED RED Light Face Mask Straps","Replacement Parts","2024-01-05",1,0,0,0,0,0,0,0,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-01-05",4,3245,0,-629,2616,203.24,2819.24,3,1
"Best Seller Bundle","Rituals & Kits","2024-01-05",-1,0,0,-1749,-1749,-111.06,-1860.06,0,0
"(Z) HigherDOSE Mat Cover","Comp","2024-01-05",3,0,0,0,0,0,0,0,2
"HigherDOSE Mat Cover","Tools & Accessories","2024-01-05",2,217,-8.85,-47.2,160.95,9.78,170.73,1,2
"(Z) HigherDOSE Endorphin Oil","Comp","2024-01-05",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-01-05",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","Comp","2024-01-05",12,0,0,0,0,0,0,0,3
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-01-05",12,2547.89,-126.93,-867.75,1553.21,140.61,1693.82,15,7
"HigherDOSE Red Light Face Mask","Face & Neck","2024-01-05",33,14639.6,-1724.86,-2652.4,10262.34,651.68,10914.02,36,5
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-01-05",8,0,0,0,0,0,0,2,6
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-01-05",2,70,0,0,70,2.1,72.1,1,1
"(Z) Infrared Sauna Blanket","Comp","2024-01-05",7,0,0,0,0,0,0,1,6
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-01-05",3,1674,0,0,1674,124.16,1798.16,3,0
"Infrared Sauna Blanket","Infrared Sauna","2024-01-05",29,31581.58,-2950.51,-7484.03,21147.04,1648,22795.04,34,7
"Mask - Replacement Cord","Replacement Cord","2024-01-05",2,50,0,0,50,0,50,0,2
"High Maintenance Cleaner","Tools & Accessories","2024-01-05",4,276,0,0,276,19.15,295.15,2,2
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-05",10,690,-51.75,0,638.25,44.1,682.35,6,4
"Light-Activated Glow Serum","Face & Neck","2024-01-05",8,632,-71.1,0,560.9,34.85,595.75,6,2
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-01-05",1,0,0,0,0,0,0,0,1
"Biohacker's Bath Bundle","HOLIDAY BUNDLE","2024-01-05",1,249,0,0,249,25.52,274.52,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-05",11,714.15,-85.45,0,628.7,36.59,665.29,5,6
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-01-05",1,50,0,0,50,4.01,54.01,0,1
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-01-05",1,0,0,0,0,0,0,0,1
"Sauna Blanket Bag","Tools & Accessories","2024-01-05",3,396,-29.7,-79.2,287.1,23.18,310.28,2,2
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-05",25,27965,-50,-7090,20825,1515.4,22340.4,33,2
"Infrared PEMF Go Mat","PEMF","2024-01-05",-3,2097,-349.5,-3425.1,-1677.6,-116.62,-1794.22,1,2
"HigherDOSE Endorphin Oil","Body Care","2024-01-05",8,588.75,-30,0,558.75,37.39,596.14,3,5
"HigherDOSE Endorphin Oil","Body Care","2024-01-06",6,405,-11.25,0,393.75,29.72,423.47,0,4
"Infrared PEMF Go Mat","PEMF","2024-01-06",3,5154.61,-415.47,-2407.01,2332.13,84.7,2416.83,6,1
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-06",21,19176,0,-2197,16979,1143.91,18122.91,23,1
"Sauna Blanket Bag","Tools & Accessories","2024-01-06",3,396,-39.6,-99,257.4,22.14,279.54,3,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-06",18,1263.45,-20.7,-31.2,1211.55,84.28,1295.83,8,8
"Light-Activated Glow Serum","Face & Neck","2024-01-06",6,474,-11.85,0,462.15,34.7,496.85,3,3
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-06",7,549.59,-31.05,-66.59,451.95,34.86,486.81,5,3
"Infrared Sauna Blanket Colored Insert","Accessories","2024-01-06",1,89,0,0,89,5.9,94.9,1,0
"High Maintenance Cleaner","Tools & Accessories","2024-01-06",3,265.65,0,-69,196.65,13.57,210.22,3,1
"Mask - Replacement Cord","Replacement Cord","2024-01-06",1,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket","Infrared Sauna","2024-01-06",17,17951.76,-1556.67,-3725.72,12669.37,984.82,13654.19,22,1
"(Z) Infrared Sauna Blanket","Comp","2024-01-06",4,0,0,0,0,0,0,0,4
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-01-06",5,2790,0,0,2790,253.64,3043.64,5,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-01-06",1,0,0,0,0,0,0,0,1
"Red Light Neck Enhancer","Face & Neck","2024-01-06",5,1745,-204.7,0,1540.3,127.8,1668.1,5,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-01-06",5,0,0,0,0,0,0,1,3
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-01-06",6,210,-21.96,0,188.04,13.13,201.17,2,3
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-01-06",13,1933.48,-107.6,-300.97,1524.91,103.18,1628.09,10,6
"HigherDOSE Red Light Face Mask","Face & Neck","2024-01-06",35,12920.79,-1288.1,-575.85,11056.84,771.55,11828.39,32,5
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-01-06",0,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Endorphin Oil","Comp","2024-01-06",1,0,0,0,0,0,0,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2024-01-06",8,698.59,-31.6,-79,587.99,42.47,630.46,5,4
"Best Seller Bundle","Rituals & Kits","2024-01-06",2,3998,0,0,3998,358.83,4356.83,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-01-06",6,3894,0,0,3894,287.52,4181.52,5,1
"HigherDOSE Oxytocin Oil","Body Care","2024-01-06",2,150,0,0,150,8.03,158.03,0,2
"100% Organic Cotton Bath Robe","Tools & Accessories","2024-01-06",1,159,-23.85,0,135.15,11.82,146.97,1,0
"HigherDOSE PEMF Pro Mat","PEMF","2024-01-06",14,19452.32,-1750.3,-1167.9,16534.12,926.07,17460.19,13,2
"Red Light Skin Starter Kit","Rituals & Kits","2024-01-06",2,2019,0,-679,1340,94.54,1434.54,3,0
"Full Spectrum Infrared Sauna","Infrared Sauna","2024-01-06",1,7299,0,0,7299,463.49,7762.49,1,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-01-06",2,2798,0,0,2798,101.43,2899.43,1,1
"Red Light Neck Enhancer","Face & Neck","2024-01-07",4,1396,-52.35,0,1343.65,115.18,1458.83,3,1
"Best Seller Bundle","Rituals & Kits","2024-01-07",5,9995,0,0,9995,734.14,10729.14,5,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-01-07",8,5192,0,0,5192,333.56,5525.56,4,4
"HigherDOSE Mat Cover","Tools & Accessories","2024-01-07",6,474,0,0,474,25.78,499.78,4,2
"HigherDOSE PEMF Pro Mat","PEMF","2024-01-07",10,13535.43,-840.64,0,12694.79,792.48,13487.27,9,1
"Red Light Skin Starter Kit","Rituals & Kits","2024-01-07",7,4711,0,0,4711,262.99,4973.99,5,2
"HigherDOSE Oxytocin Oil","Body Care","2024-01-07",3,225,-22.5,0,202.5,15.81,218.31,1,2
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-01-07",2,2798,0,0,2798,113.67,2911.67,2,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-01-07",2,0,0,0,0,0,0,0,1
"(Z) HIGH MAINTENANCE Cleaner","Comp","2024-01-07",2,0,0,0,0,0,0,0,2
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-07",25,20774,-100,-699,19975,1456.12,21431.12,23,3
"Sauna Blanket Bag","Tools & Accessories","2024-01-07",3,297,0,0,297,23.64,320.64,2,1
"Full Spectrum Infrared Sauna","Infrared Sauna","2024-01-07",1,6299,0,0,6299,377.94,6676.94,1,0
"Infrared PEMF Go Mat","PEMF","2024-01-07",4,2949.36,-372.5,0,2576.86,78.99,2655.85,4,0
"HigherDOSE Endorphin Oil","Body Care","2024-01-07",10,693.75,0,0,693.75,55.59,749.34,3,4
"High Maintenance Cleaner (Refill)","Accessories","2024-01-07",2,105.4,0,0,105.4,5.29,110.69,0,2
"Light-Activated Glow Serum","Face & Neck","2024-01-07",8,620.15,-23.7,0,596.45,37.39,633.84,4,4
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-07",13,894.61,-41.4,0,853.21,60.87,914.08,5,6
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-07",23,1474.35,-11.7,-33.15,1429.5,109.6,1539.1,8,12
"(Z) Detox Drops","Comp","2024-01-07",1,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","Replacement Cord","2024-01-07",2,0,0,0,0,0,0,2,0
"Infrared Sauna Blanket","Infrared Sauna","2024-01-07",30,23078.31,-1722.07,0,21356.24,1274.02,22630.26,27,3
"High Maintenance Cleaner","Tools & Accessories","2024-01-07",4,276,-20.7,0,255.3,15.32,270.62,1,3
"Infrared Sauna Blanket Colored Insert","Accessories","2024-01-07",2,288,0,0,288,23.64,311.64,1,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-01-07",16,1678.52,-135.28,0,1543.24,120.61,1663.85,10,6
"(Z) HIGH MAINTENANCE Cleaner (Refill)","Comp","2024-01-07",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2024-01-07",29,10820.99,-1152,-569.49,9099.5,635.2,9734.7,25,6
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-01-07",1,0,0,0,0,0,0,0,1
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-01-07",5,175,0,0,175,12.93,187.93,3,2
"(Z) HigherDOSE Mat Bag","Comp","2024-01-07",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket","Comp","2024-01-07",1,0,0,0,0,0,0,0,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-01-07",5,2790,0,0,2790,184.15,2974.15,4,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-01-07",3,50,0,0,50,0,50,0,3
"Light-Activated Glow Serum","Face & Neck","2024-01-08",6,529.3,-11.85,-67.15,450.3,35.37,485.67,2,5
"SUPERCHARGE Copper Body Brush","Body Care","2024-01-08",7,483,-27.6,0,455.4,29.49,484.89,3,3
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-01-08",3,0,0,0,0,0,0,3,0
"High Maintenance Cleaner (Refill)","Accessories","2024-01-08",2,117.3,0,0,117.3,9.55,126.85,0,2
"HigherDOSE Serotonin Soak Salt","Body Care","2024-01-08",19,1000.05,-53.49,0,946.56,48.6,995.16,2,10
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-01-08",2,0,0,0,0,0,0,1,1
"eGift Card","Gift Card","2024-01-08",1,200,0,0,200,0,200,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2024-01-08",30,25568,0,-1498,24070,1603.17,25673.17,29,3
