"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-05-29",2,0,0,0,0,0,0,2,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-05-29",1,1399,0,0,1399,124.52,1523.52,0,1
"(Z) Infrared PEMF Go Mat","Comp","2024-05-29",6,0,0,0,0,0,0,2,1
"HigherDOSE Oxytocin Oil","Body Care","2024-05-29",1,75,-11.25,0,63.75,5.1,68.85,1,0
"HigherDOSE PEMF Pro Mat","PEMF","2024-05-29",17,22448.87,-3826.86,0,18622.01,1482.37,20104.38,14,3
"Red Light Skin Starter Kit","Rituals & Kits","2024-05-29",1,673,0,0,673,52.17,725.17,1,0
"Red Light Neck Enhancer","Face & Neck","2024-05-29",7,2443,-419.2,0,2023.8,148.81,2172.61,5,2
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-05-29",1,0,0,0,0,0,0,0,1
"Best Seller Bundle","Rituals & Kits","2024-05-29",1,1999,0,0,1999,0,1999,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2024-05-29",3,296,-43.4,-79,173.6,9.36,182.96,4,0
"(Z) Red Light Hat",,"2024-05-29",5,0,0,0,0,0,0,3,2
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-05-29",1,0,0,0,0,0,0,1,0
"Daily Dose Ritual","Body Care","2024-05-29",1,109,0,0,109,7.9,116.9,1,0
"(Z) Infrared Sauna Blanket","Comp","2024-05-29",3,0,0,0,0,0,0,3,0
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-05-29",2,1674,0,-558,1116,39.48,1155.48,3,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-05-29",2,50,0,0,50,0,50,0,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-05-29",19,2211,-424.05,0,1786.95,131.43,1918.38,9,4
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-05-29",1,708,0,0,708,51.33,759.33,1,0
"(Z) Red Light Neck Enhancer","Comp","2024-05-29",2,0,0,0,0,0,0,1,1
"HigherDOSE Red Light Face Mask","Face & Neck","2024-05-29",12,4886,-820.15,-558.4,3507.45,242.36,3749.81,11,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-05-29",11,0,0,0,0,0,0,6,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-05-29",6,210,-19.25,0,190.75,13.64,204.39,4,1
"Mask - Replacement Cord","Replacement Cord","2024-05-29",2,0,0,0,0,0,0,0,2
"Infrared Sauna Blanket","Infrared Sauna","2024-05-29",33,25380.33,-3811.19,0,21569.14,1773.33,23342.47,29,4
"Biohacker's Bath Bundle","HOLIDAY BUNDLE","2024-05-29",1,249,0,0,249,17.43,266.43,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-05-29",8,354.45,-23.7,0,330.75,25.65,356.4,4,4
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-05-29",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-05-29",3,0,0,0,0,0,0,3,2
"Red Light Hat","Hair Care","2024-05-29",23,10327,-1324.55,0,9002.45,688.83,9691.28,17,6
"Light-Activated Glow Serum","Face & Neck","2024-05-29",7,600.3,-55.2,-138.25,406.85,33.13,439.98,6,2
"SUPERCHARGE Copper Body Brush","Body Care","2024-05-29",3,203.13,-37.17,0,165.96,15.44,181.4,3,0
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-05-29",1,0,0,0,0,0,0,1,0
"Infrared PEMF Go Mat","PEMF","2024-05-29",15,11479,-1975.35,-559.2,8944.45,662.32,9606.77,11,5
"HigherDOSE Endorphin Oil","Body Care","2024-05-29",6,438.75,-45,0,393.75,27.08,420.83,4,2
"Sauna Blanket Starter Kit","Rituals & Kits","2024-05-29",2,1598,0,0,1598,123.85,1721.85,2,0
"Sauna Blanket Bag","Tools & Accessories","2024-05-29",5,495,-79.2,0,415.8,27.91,443.71,2,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-05-30",53,0,0,0,0,0,0,8,45
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-05-30",1,70,-3.5,-29.75,36.75,5.1,41.85,1,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-05-30",3,499.38,-26.7,-186.15,286.53,45.68,332.21,4,0
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-05-30",1,708,0,0,708,62.84,770.84,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2024-05-30",17,9067.87,-1064.45,-2839.2,5164.22,415.07,5579.29,19,7
"(Z) Red Light Neck Enhancer","Comp","2024-05-30",1,0,0,0,0,0,0,0,0
"(Z) Infrared Sauna Blanket","Comp","2024-05-30",2,0,0,0,0,0,0,0,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-05-30",4,3942.36,0,-1674,2268.36,235.23,2503.59,5,2
"Mask - Replacement Cord","Replacement Cord","2024-05-30",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2024-05-30",4,8560,-598,-4711.75,3250.25,268.06,3518.31,11,0
"Daily Dose Ritual","Body Care","2024-05-30",1,109,0,0,109,10.35,119.35,1,0
"Infrared Sauna Blanket Colored Insert","Accessories","2024-05-30",2,308,0,0,308,28.15,336.15,1,1
"High Maintenance Cleaner","Tools & Accessories","2024-05-30",4,265.65,-17.25,0,248.4,20.48,268.88,2,2
"LED RED Light Face Mask Hardware","Replacement Parts","2024-05-30",1,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","Face & Neck","2024-05-30",7,552,-106.95,-69,376.05,29.87,405.92,6,2
"SUPERCHARGE Copper Body Brush","Body Care","2024-05-30",1,141.28,-10.35,-69,61.93,17.42,79.35,2,0
"Red Light Hat","Hair Care","2024-05-30",16,8082,-426.55,-763.3,6892.15,502.6,7394.75,9,9
"HigherDOSE Serotonin Soak Salt","Body Care","2024-05-30",5,234.3,-11.7,0,222.6,19.95,242.55,1,3
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-05-30",1,0,0,0,0,0,0,0,1
"Sauna Blanket Starter Kit","Rituals & Kits","2024-05-30",0,799,0,-799,0,0,0,1,0
"Sauna Blanket Bag","Tools & Accessories","2024-05-30",1,99,-14.85,0,84.15,7.99,92.14,0,1
"HigherDOSE Endorphin Oil","Body Care","2024-05-30",2,150,-7.5,0,142.5,11.86,154.36,2,0
"Red Light Neck Enhancer","Face & Neck","2024-05-30",2,1047,-104.7,-279.2,663.1,60.15,723.25,2,1
"Infrared PEMF Go Mat","PEMF","2024-05-30",-4,4924.86,-314.55,-6831.8,-2221.49,-84.88,-2306.37,5,2
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-05-30",1,1399,0,0,1399,83.94,1482.94,1,0
"(Z) SUPERCHARGE Copper Body Brush","Comp","2024-05-30",1,0,0,0,0,0,0,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2024-05-30",1,10606.19,-518,-8179.95,1908.24,343.06,2251.3,7,1
"(Z) Infrared PEMF Go Mat","Comp","2024-05-30",3,0,0,0,0,0,0,1,2
"LED RED Light Face Mask Straps","Replacement Parts","2024-05-30",1,0,0,0,0,0,0,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2024-05-30",5,335,-5.9,0,329.1,21.38,350.48,0,2
"(Z) HigherDOSE Mat Cover","Comp","2024-05-30",1,0,0,0,0,0,0,0,1
"Best Seller Bundle","Rituals & Kits","2024-05-30",2,3998,0,0,3998,139.93,4137.93,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-05-30",2,1498,0,0,1498,116.09,1614.09,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2024-05-31",2,2590,-323.75,0,2266.25,193.28,2459.53,2,0
"Red Light Skin Starter Kit","Rituals & Kits","2024-05-31",1,673,0,0,673,42.74,715.74,1,0
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-05-31",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","Comp","2024-05-31",1,0,0,0,0,0,0,1,0
"HigherDOSE Oxytocin Oil","Body Care","2024-05-31",1,63.75,0,0,63.75,4.05,67.8,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-05-31",1,1399,0,0,1399,94.43,1493.43,1,0
"(Z) SUPERCHARGE Copper Body Brush","Comp","2024-05-31",2,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-05-31",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-05-31",3,0,0,0,0,0,0,1,2
"Best Seller Bundle","Rituals & Kits","2024-05-31",1,1999,0,0,1999,194.91,2193.91,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-05-31",1,749,0,0,749,73.03,822.03,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2024-05-31",1,79,0,0,79,7.51,86.51,0,1
"Mask - Replacement Cord","Replacement Cord","2024-05-31",1,50,0,0,50,0,50,1,0
"Infrared Sauna Blanket","Infrared Sauna","2024-05-31",11,8382,-774,0,7608,581.82,8189.82,8,3
"Daily Dose Ritual","Body Care","2024-05-31",1,109,0,0,109,7.9,116.9,0,1
"High Maintenance Cleaner","Tools & Accessories","2024-05-31",2,138,-10.35,0,127.65,10.99,138.64,1,1
"Infrared Sauna Blanket Colored Insert","Accessories","2024-05-31",2,438,-100,0,338,25.4,363.4,1,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-05-31",6,662.3,-8.9,0,653.4,63.44,716.84,2,4
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-05-31",3,2124,0,0,2124,174.24,2298.24,3,0
"HigherDOSE Red Light Face Mask","Face & Neck","2024-05-31",16,5574.27,-471.15,0,5103.12,341.24,5444.36,13,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-05-31",28,0,0,0,0,0,0,6,22
"(Z) Infrared Sauna Blanket","Comp","2024-05-31",2,0,0,0,0,0,0,2,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-05-31",1,0,0,0,0,0,0,0,1
"Sauna Blanket Starter Kit","Rituals & Kits","2024-05-31",2,1598,0,0,1598,147.16,1745.16,2,0
"Sauna Blanket Bag","Tools & Accessories","2024-05-31",1,99,0,0,99,8.79,107.79,1,0
"Red Light Neck Enhancer","Face & Neck","2024-05-31",2,698,-52.35,0,645.65,34.03,679.68,2,0
"Infrared PEMF Go Mat","PEMF","2024-05-31",6,4312,-544.9,0,3767.1,272.98,4040.08,5,1
"HigherDOSE Endorphin Oil","Body Care","2024-05-31",1,63.75,0,0,63.75,4.63,68.38,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-05-31",1,0,0,0,0,0,0,0,1
"Red Light Hat","Hair Care","2024-05-31",21,9429,-673.5,0,8755.5,630.96,9386.46,10,11
"High Maintenance Cleaner (Refill)","Accessories","2024-05-31",2,117.3,0,0,117.3,10.36,127.66,0,2
"Light-Activated Glow Serum","Face & Neck","2024-05-31",3,207,-41.4,0,165.6,12.55,178.15,2,0
"SUPERCHARGE Copper Body Brush","Body Care","2024-05-31",3,203.29,-10.35,0,192.94,16.1,209.04,1,2
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-05-31",1,0,0,0,0,0,0,0,1
"(Z) Glow Serum","Comp","2024-05-31",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-05-31",10,585.9,0,0,585.9,47.25,633.15,1,6
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-05-31",1,50,0,0,50,0,50,0,1
"Infrared Sauna Blanket Colored Insert","Accessories","2024-06-01",2,308,0,0,308,23.97,331.97,0,2
"High Maintenance Cleaner","Tools & Accessories","2024-06-01",3,207,-6.9,0,200.1,16.06,216.16,1,2
"LED RED Light Face Mask Hardware","Replacement Parts","2024-06-01",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2024-06-01",10,9689.97,-876.74,-1858.1,6955.13,513.73,7468.86,12,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-06-01",5,3906,0,-1032.3,2873.7,178.14,3051.84,5,2
"(Z) Infrared Sauna Blanket","Comp","2024-06-01",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-06-01",45,0,0,0,0,0,0,11,35
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-06-01",2,70,0,0,70,5.08,75.08,0,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-06-01",6,749.6,-61.96,-75.65,611.99,72.65,684.64,5,2
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-06-01",1,708,0,0,708,44.25,752.25,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2024-06-01",5,4188,-174.5,-2183.6,1829.9,146.43,1976.33,9,3
"HigherDOSE Endorphin Oil","Body Care","2024-06-01",1,75,0,0,75,5.44,80.44,0,1
"Infrared PEMF Go Mat","PEMF","2024-06-01",6,4312,-285.5,0,4026.5,277.4,4303.9,4,1
"Sauna Blanket Starter Kit","Rituals & Kits","2024-06-01",0,1598,0,-1498,100,-15.72,84.28,2,0
"Sauna Blanket Bag","Tools & Accessories","2024-06-01",2,193.65,-18.93,0,174.72,15.51,190.23,1,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-06-01",4,132.6,-20,0,112.6,7.27,119.87,1,2
"Light-Activated Glow Serum","Face & Neck","2024-06-01",3,334.65,-35.36,-138.25,161.04,11.87,172.91,3,2
"SUPERCHARGE Copper Body Brush","Body Care","2024-06-01",4,272.29,-20.7,0,251.59,20.95,272.54,4,0
"Red Light Hat","Hair Care","2024-06-01",17,8082,-561.25,-359.2,7161.55,545.21,7706.76,5,13
"100% Organic Cotton Bath Robe","Tools & Accessories","2024-06-01",2,318,0,0,318,26.63,344.63,0,1
"(Z) Infrared PEMF Go Mat","Comp","2024-06-01",1,0,0,0,0,0,0,0,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-06-01",1,0,0,0,0,0,0,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2024-06-01",5,6554,-400.35,0,6153.65,377.11,6530.76,5,0
"Red Light Skin Starter Kit","Rituals & Kits","2024-06-01",2,1346,0,0,1346,44.59,1390.59,1,1
"Red Light Neck Enhancer","Face & Neck","2024-06-01",1,698,-34.9,-296.65,366.45,-5.96,360.49,2,0
"(Z) Glow Serum","Comp","2024-06-01",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-06-01",2,2798,0,0,2798,220.35,3018.35,1,1
"HigherDOSE Mat Cover","Tools & Accessories","2024-06-01",2,118,-5.9,0,112.1,8.44,120.54,1,1
"Best Seller Bundle","Rituals & Kits","2024-06-01",1,1999,0,0,1999,139.93,2138.93,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-06-01",1,749,0,0,749,44.94,793.94,0,1
"Best Seller Bundle","Rituals & Kits","2024-06-02",1,1999,0,0,1999,99.95,2098.95,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-06-02",1,749,0,0,749,52.43,801.43,1,0
"Full Spectrum Infrared Sauna","Infrared Sauna","2024-06-02",1,7299,0,0,7299,602.17,7901.17,0,1
"HigherDOSE Mat Cover","Tools & Accessories","2024-06-02",3,237,-11.85,0,225.15,14.65,239.8,1,2
"100% Organic Cotton Bath Robe","Tools & Accessories","2024-06-02",1,159,0,0,159,15.51,174.51,1,0
"HigherDOSE PEMF Pro Mat","PEMF","2024-06-02",10,13266,-1189.2,0,12076.8,899.51,12976.31,8,2
"Red Light Skin Starter Kit","Rituals & Kits","2024-06-02",2,1346,-67.3,0,1278.7,97.92,1376.62,1,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-06-02",1,1399,0,0,1399,136.41,1535.41,1,0
"Infrared PEMF Go Mat","PEMF","2024-06-02",7,5129,-550.8,0,4578.2,303.11,4881.31,5,2
"HigherDOSE Endorphin Oil","Body Care","2024-06-02",3,225,-11.25,0,213.75,17.48,231.23,1,2
"Red Light Neck Enhancer","Face & Neck","2024-06-02",-2,0,0,-558.4,-558.4,-41.88,-600.28,0,0
"Sauna Blanket Starter Kit","Rituals & Kits","2024-06-02",5,3995,0,0,3995,182.18,4177.18,5,0
"Sauna Blanket Bag","Tools & Accessories","2024-06-02",1,99,0,0,99,5.94,104.94,1,0
"HigherDOSE Serotonin Soak Salt","Body Care","2024-06-02",5,369.15,0,0,369.15,29.63,398.78,1,2
"Red Light Hat","Hair Care","2024-06-02",6,3592,-112.25,-740.85,2738.9,135.26,2874.16,3,4
"SUPERCHARGE Copper Body Brush","Body Care","2024-06-02",5,345,-10.35,0,334.65,24.79,359.44,2,2
"Light-Activated Glow Serum","Face & Neck","2024-06-02",4,345,-37.95,-79,228.05,16.68,244.73,4,1
"High Maintenance Cleaner","Tools & Accessories","2024-06-02",3,207,-10.35,0,196.65,13.66,210.31,2,1
"Infrared Sauna Blanket Colored Insert","Accessories","2024-06-02",1,219,0,0,219,13.14,232.14,1,0
"Infrared Sauna Blanket","Infrared Sauna","2024-06-02",15,11382.52,-1114,0,10268.52,686.48,10955,14,1
"Daily Dose Ritual","Body Care","2024-06-02",2,218,0,0,218,15.53,233.53,1,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-06-02",5,2790,0,0,2790,182.76,2972.76,5,0
"(Z) Infrared Sauna Blanket","Comp","2024-06-02",1,0,0,0,0,0,0,1,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-06-02",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-06-02",7,868.7,-68.45,0,800.25,63.79,864.04,2,4
"Bridal Bootcamp Detox Bundle - DELETE","HOLIDAY BUNDLE","2024-06-02",1,708,0,0,708,56.46,764.46,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2024-06-02",12,5171.13,-401.35,-907.4,3862.38,359.94,4222.32,14,1
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-06-02",7,0,0,0,0,0,0,0,7
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-06-02",3,105,-5.25,0,99.75,8.25,108,0,3
"Sauna Blanket Starter Kit","Rituals & Kits","2024-06-03",2,1598,0,0,1598,137.84,1735.84,2,0
"Sauna Blanket Bag","Tools & Accessories","2024-06-03",2,198,0,0,198,15.72,213.72,0,2
"Infrared PEMF Go Mat","PEMF","2024-06-03",6,4963.09,-489.3,-594.15,3879.64,318.94,4198.58,5,2
"SUPERCHARGE Copper Body Brush","Body Care","2024-06-03",3,203.26,0,0,203.26,17.88,221.14,2,1
"Light-Activated Glow Serum","Face & Neck","2024-06-03",4,276,-31.05,0,244.95,14.09,259.04,4,0
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2024-06-03",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-06-03",3,0,0,0,0,0,0,1,1
"Red Light Hat","Hair Care","2024-06-03",14,6286,-381.65,0,5904.35,502.36,6406.71,8,6
"HigherDOSE Serotonin Soak Salt","Body Care","2024-06-03",10,573.9,0,-39,534.9,44.15,579.05,1,4
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-06-03",1,50,0,0,50,0,50,0,1
"eGift Card","Gift Card","2024-06-03",2,250,0,0,250,0,250,1,0
"Infrared Sauna Blanket","Infrared Sauna","2024-06-03",14,12973.51,-1384.29,-1504.8,10084.42,1140.61,11225.03,16,0
"High Maintenance Cleaner","Tools & Accessories","2024-06-03",4,276,-20.7,0,255.3,22.25,277.55,2,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-06-03",25,0,0,0,0,0,0,7,17
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-06-03",8,842,-40.05,0,801.95,66.95,868.9,5,2
"HigherDOSE Red Light Face Mask","Face & Neck","2024-06-03",18,7990.01,-715.45,-1465.8,5808.76,509.76,6318.52,19,4
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-06-03",2,1674,0,-558,1116,101.14,1217.14,2,1
"(Z) Infrared Sauna Blanket","Comp","2024-06-03",5,0,0,0,0,0,0,4,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-06-03",2,50,0,0,50,0,50,1,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-06-03",3,0,0,0,0,0,0,1,2
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2024-06-03",1,50,0,0,50,0,50,1,0
"(Z) HigherDOSE Mat Cover","Comp","2024-06-03",1,0,0,0,0,0,0,0,1
"HigherDOSE Mat Cover","Tools & Accessories","2024-06-03",2,217,-20.7,-63.2,133.1,12.18,145.28,2,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-06-03",0,749,0,-749,0,67.41,67.41,1,0
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-06-03",3,50,0,0,50,3.76,53.76,0,3
"HigherDOSE PEMF Pro Mat","PEMF","2024-06-03",12,18359.04,-971.25,-2462.9,14924.89,1281.91,16206.8,11,2
"Red Light Neck Enhancer","Face & Neck","2024-06-03",4,1740.09,-416.36,-349,974.73,99.3,1074.03,1,3
"(Z) Infrared PEMF Go Mat","Comp","2024-06-03",5,0,0,0,0,0,0,4,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-06-03",-1,0,0,-1399,-1399,-92.68,-1491.68,0,0
"(Z) Glow Serum","Comp","2024-06-03",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-06-03",2,0,0,0,0,0,0,2,0
"(Z) SUPERCHARGE Copper Body Brush","Comp","2024-06-03",2,0,0,0,0,0,0,1,0
"HigherDOSE Serotonin Soak Salt Mini","Body Care","2024-06-03",1,0,0,0,0,0,0,0,1
"Dani's Favorite Self-Care Bundle","HOLIDAY BUNDLE","2024-06-04",1,647,0,0,647,38.82,685.82,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2024-06-04",1,749,0,0,749,33.71,782.71,1,0
"(Z) HigherDOSE PEMF Pro Mat","Comp","2024-06-04",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2024-06-04",1,1399,0,0,1399,119.27,1518.27,1,0
"(Z) SUPERCHARGE Copper Body Brush","Comp","2024-06-04",13,0,0,0,0,0,0,1,0
"HigherDOSE Serotonin Soak Salt Mini","Body Care","2024-06-04",14,0,0,0,0,0,0,1,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2024-06-04",1,0,0,0,0,0,0,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2024-06-04",8,11734,-720.15,-1274.39,9739.46,898.9,10638.36,8,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2024-06-04",2,51.16,0,0,51.16,0,51.16,0,2
"Red Light Neck Enhancer","Face & Neck","2024-06-04",1,349,0,0,349,29.66,378.66,1,0
"(Z) Infrared PEMF Go Mat","Comp","2024-06-04",2,0,0,0,0,0,0,1,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-06-04",1,0,0,0,0,0,0,0,1
"Red Light Hat","Hair Care","2024-06-04",9,4041,-202.05,0,3838.95,317.67,4156.62,5,4
"SUPERCHARGE Copper Body Brush","Body Care","2024-06-04",4,284.97,-24.59,0,260.38,37.65,298.03,3,1
"Light-Activated Glow Serum","Face & Neck","2024-06-04",5,334.65,-27.6,0,307.05,20.87,327.92,1,4
"HigherDOSE Serotonin Soak Salt","Body Care","2024-06-04",8,465.45,-15.6,0,449.85,36.39,486.24,0,7
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-06-04",2,0,0,0,0,0,0,0,2
"Sauna Blanket Starter Kit","Rituals & Kits","2024-06-04",3,2397,0,0,2397,187.77,2584.77,3,0
"Sauna Blanket Bag","Tools & Accessories","2024-06-04",2,198,-14.85,0,183.15,13.99,197.14,1,1
"Infrared PEMF Go Mat","PEMF","2024-06-04",7,5500.3,-420.17,-644.3,4435.83,254.11,4689.94,5,3
"HigherDOSE Endorphin Oil","Body Care","2024-06-04",3,191.25,0,0,191.25,14.34,205.59,0,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-06-04",7,883,-72.9,0,810.1,56.68,866.78,1,6
"HigherDOSE Red Light Face Mask","Face & Neck","2024-06-04",12,5204.47,-328.49,-855.05,4020.93,327.48,4348.41,12,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-06-04",23,0,0,0,0,0,0,3,3
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-06-04",7,239.75,-19.25,0,220.5,18.27,238.77,3,3
"(Z) Infrared Sauna Blanket","Comp","2024-06-04",4,0,0,0,0,0,0,0,4
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-06-04",3,1674,0,0,1674,127.64,1801.64,2,1
"Mask - Replacement Cord","Replacement Cord","2024-06-04",2,0,0,0,0,0,0,1,1
"Infrared Sauna Blanket","Infrared Sauna","2024-06-04",8,7244.31,-542.53,-624.49,6077.29,485.53,6562.82,7,2
"High Maintenance Cleaner","Tools & Accessories","2024-06-04",1,69,0,0,69,5.7,74.7,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2024-06-05",5,243.3,0,0,243.3,15.36,258.66,2,3
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2024-06-05",2,0,0,0,0,0,0,0,2
"SUPERCHARGE Copper Body Brush","Body Care","2024-06-05",2,138,-6.9,0,131.1,11.85,142.95,1,1
"Light-Activated Glow Serum","Face & Neck","2024-06-05",2,313.95,-10.35,-209.35,94.25,1.82,96.07,4,1
"(Z) Glow Serum","Comp","2024-06-05",1,0,0,0,0,0,0,0,0
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2024-06-05",3,0,0,0,0,0,0,1,2
"Red Light Hat","Hair Care","2024-06-05",7,4041,-302.05,-898,2840.95,249.08,3090.03,3,6
"High Maintenance Cleaner (Refill)","Accessories","2024-06-05",3,235.65,-26.55,-58.65,150.45,11.66,162.11,0,2
"HigherDOSE Endorphin Oil","Body Care","2024-06-05",3,191.25,0,0,191.25,12.43,203.68,1,2
"Infrared PEMF Go Mat","PEMF","2024-06-05",8,6358.82,-672.9,-629.1,5056.82,272.73,5329.55,6,3
"Sauna Blanket Starter Kit","Rituals & Kits","2024-06-05",2,1598,0,0,1598,97.88,1695.88,1,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2024-06-05",3,2790,0,-1124.94,1665.06,177.36,1842.42,2,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2024-06-05",3,0,0,0,0,0,0,1,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2024-06-05",2,70,-7,0,63,5.26,68.26,1,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2024-06-05",6,664,-35.25,0,628.75,47.6,676.35,1,4
"HigherDOSE Red Light Face Mask","Face & Neck","2024-06-05",10,4872.93,-470.17,-1216.48,3186.28,208.24,3394.52,10,4
"High Maintenance Cleaner","Tools & Accessories","2024-06-05",2,138,-20.7,0,117.3,7.63,124.93,2,0
"Mask - Replacement Cord","Replacement Cord","2024-06-05",3,50,0,0,50,3.88,53.88,1,2
"Infrared Sauna Blanket","Infrared Sauna","2024-06-05",12,8962.62,-860.42,0,8102.2,733.06,8835.26,10,2
"Best Seller Bundle","Rituals & Kits","2024-06-05",2,3998,0,0,3998,307.35,4305.35,2,0
