date,platform,spend,accounting_mode,attribution_model,attribution_window
2024-03-24,ShareASale,2891.103226494754,Cash snapshot,Monthly allocation,1
2024-03-24,ShopMy,215.89958561958818,Cash snapshot,Monthly allocation,1
2024-03-24,TikTok,342.2627761541868,Cash snapshot,Monthly allocation,1
2024-03-25,Google,5200.54,Cash snapshot,Platform reported,1
2024-03-25,Meta,8917.6,Cash snapshot,Platform reported,1
2024-03-25,ShareASale,2595.3653939055066,Cash snapshot,Monthly allocation,1
2024-03-25,ShopMy,193.81470296201994,Cash snapshot,Monthly allocation,1
2024-03-25,TikTok,307.2519018733194,Cash snapshot,Monthly allocation,1
2024-03-26,Google,5952.66,Cash snapshot,Platform reported,1
2024-03-26,Meta,8529.24,Cash snapshot,Platform reported,1
2024-03-26,ShareASale,2662.23610886421,Cash snapshot,Monthly allocation,1
2024-03-26,ShopMy,198.80842283938796,Cash snapshot,Monthly allocation,1
2024-03-26,TikTok,315.1683803772469,Cash snapshot,Monthly allocation,1
2024-03-27,Google,4763.71,Cash snapshot,Platform reported,1
2024-03-27,Meta,8234.23,Cash snapshot,Platform reported,1
2024-03-27,ShareASale,2389.4368286516597,Cash snapshot,Monthly allocation,1
2024-03-27,ShopMy,178.43652777335805,Cash snapshot,Monthly allocation,1
2024-03-27,TikTok,282.8730828165249,Cash snapshot,Monthly allocation,1
2024-03-28,Google,5157.9,Cash snapshot,Platform reported,1
2024-03-28,Meta,9753.63,Cash snapshot,Platform reported,1
2024-03-28,ShareASale,2741.215835243437,Cash snapshot,Monthly allocation,1
2024-03-28,ShopMy,204.70641016870843,Cash snapshot,Monthly allocation,1
2024-03-28,TikTok,324.51838219064683,Cash snapshot,Monthly allocation,1
2024-03-29,Google,4987.36,Cash snapshot,Platform reported,1
2024-03-29,Meta,9818.75,Cash snapshot,Platform reported,1
2024-03-29,ShareASale,2721.8362696756276,Cash snapshot,Monthly allocation,1
2024-03-29,ShopMy,203.2591978598451,Cash snapshot,Monthly allocation,1
2024-03-29,TikTok,322.2241355338291,Cash snapshot,Monthly allocation,1
2024-03-30,Google,5045.35,Cash snapshot,Platform reported,1
2024-03-30,Meta,9943.92,Cash snapshot,Platform reported,1
2024-03-30,ShareASale,2755.506932067963,Cash snapshot,Monthly allocation,1
2024-03-30,ShopMy,205.77362971804476,Cash snapshot,Monthly allocation,1
2024-03-30,TikTok,326.21023131890536,Cash snapshot,Monthly allocation,1
2024-03-31,Google,5652.78,Cash snapshot,Platform reported,1
2024-03-31,Meta,10540.79,Cash snapshot,Platform reported,1
2024-03-31,ShareASale,2976.895765432727,Cash snapshot,Monthly allocation,1
2024-03-31,ShopMy,222.30633493113663,Cash snapshot,Monthly allocation,1
2024-03-31,TikTok,352.41931165286144,Cash snapshot,Monthly allocation,1
2024-04-01,Google,5524.7,Cash snapshot,Platform reported,1
2024-04-01,Meta,10013.22,Cash snapshot,Platform reported,1
2024-04-01,ShareASale,2471.5519254546516,Cash snapshot,Monthly allocation,1
2024-04-01,ShopMy,281.2369146799895,Cash snapshot,Monthly allocation,1
2024-04-01,TikTok,211.17679628872517,Cash snapshot,Monthly allocation,1
2024-04-02,Google,6101.66,Cash snapshot,Platform reported,1
2024-04-02,Meta,9724.37,Cash snapshot,Platform reported,1
2024-04-02,ShareASale,2517.380377734156,Cash snapshot,Monthly allocation,1
2024-04-02,ShopMy,286.45171611341516,Cash snapshot,Monthly allocation,1
2024-04-02,TikTok,215.0925164609712,Cash snapshot,Monthly allocation,1
2024-04-03,Google,5467.66,Cash snapshot,Platform reported,1
2024-04-03,Meta,8558.68,Cash snapshot,Platform reported,1
2024-04-03,ShareASale,2231.1112191388297,Cash snapshot,Monthly allocation,1
2024-04-03,ShopMy,253.8772619406281,Cash snapshot,Monthly allocation,1
2024-04-03,TikTok,190.63282246635313,Cash snapshot,Monthly allocation,1
2024-04-04,Google,5880.84,Cash snapshot,Platform reported,1
2024-04-04,Meta,8074.12,Cash snapshot,Platform reported,1
2024-04-04,ShareASale,2219.757101184885,Cash snapshot,Monthly allocation,1
2024-04-04,ShopMy,252.58528135571984,Cash snapshot,Monthly allocation,1
2024-04-04,TikTok,189.66269263436214,Cash snapshot,Monthly allocation,1
2024-04-05,Google,5442.73,Cash snapshot,Platform reported,1
2024-04-05,Meta,9934.68,Cash snapshot,Platform reported,1
2024-04-05,ShareASale,2446.0202713108074,Cash snapshot,Monthly allocation,1
2024-04-05,ShopMy,278.33167786738625,Cash snapshot,Monthly allocation,1
2024-04-05,TikTok,208.9952953174045,Cash snapshot,Monthly allocation,1
2024-04-06,Google,6090.21,Cash snapshot,Platform reported,1
2024-04-06,Meta,10176.18,Cash snapshot,Platform reported,1
2024-04-06,ShareASale,2587.426600516433,Cash snapshot,Monthly allocation,1
2024-04-06,ShopMy,294.42224806032175,Cash snapshot,Monthly allocation,1
2024-04-06,TikTok,221.07747545250305,Cash snapshot,Monthly allocation,1
2024-04-07,Google,5291.25,Cash snapshot,Platform reported,1
2024-04-07,Meta,9988.38,Cash snapshot,Platform reported,1
2024-04-07,ShareASale,2430.466815811554,Cash snapshot,Monthly allocation,1
2024-04-07,ShopMy,276.56185632644576,Cash snapshot,Monthly allocation,1
2024-04-07,TikTok,207.66636151280827,Cash snapshot,Monthly allocation,1
2024-04-08,Google,5431.07,Cash snapshot,Platform reported,1
2024-04-08,Meta,8118.31,Cash snapshot,Platform reported,1
2024-04-08,ShareASale,2155.2431874869194,Cash snapshot,Monthly allocation,1
2024-04-08,ShopMy,245.24426866831317,Cash snapshot,Monthly allocation,1
2024-04-08,TikTok,184.15043069461854,Cash snapshot,Monthly allocation,1
2024-04-09,Google,5665.79,Cash snapshot,Platform reported,1
2024-04-09,Meta,7967.68,Cash snapshot,Platform reported,1
2024-04-09,ShareASale,2168.6190319636244,Cash snapshot,Monthly allocation,1
2024-04-09,ShopMy,246.766300713493,Cash snapshot,Monthly allocation,1
2024-04-09,TikTok,185.29330289372362,Cash snapshot,Monthly allocation,1
2024-04-10,Google,4886.55,Cash snapshot,Platform reported,1
2024-04-10,Meta,9149.55,Cash snapshot,Platform reported,1
2024-04-10,ShareASale,2232.6637015040646,Cash snapshot,Monthly allocation,1
2024-04-10,ShopMy,254.0539182940703,Cash snapshot,Monthly allocation,1
2024-04-10,TikTok,190.7654712077405,Cash snapshot,Monthly allocation,1
2024-04-11,Google,5748.93,Cash snapshot,Platform reported,1
2024-04-11,Meta,8675.29,Cash snapshot,Platform reported,1
2024-04-11,ShareASale,2294.4003260527475,Cash snapshot,Monthly allocation,1
2024-04-11,ShopMy,261.0789043491921,Cash snapshot,Monthly allocation,1
2024-04-11,TikTok,196.04043324742022,Cash snapshot,Monthly allocation,1
2024-04-12,Google,4528.2,Cash snapshot,Platform reported,1
2024-04-12,Meta,8410.44,Cash snapshot,Platform reported,1
2024-04-12,ShareASale,2058.095330955789,Cash snapshot,Monthly allocation,1
2024-04-12,ShopMy,234.1898525513775,Cash snapshot,Monthly allocation,1
2024-04-12,TikTok,175.84982697382603,Cash snapshot,Monthly allocation,1
2024-04-13,Google,4633.07,Cash snapshot,Platform reported,1
2024-04-13,Meta,8734.52,Cash snapshot,Platform reported,1
2024-04-13,ShareASale,2126.32661277625,Cash snapshot,Monthly allocation,1
2024-04-13,ShopMy,241.95386308508998,Cash snapshot,Monthly allocation,1
2024-04-13,TikTok,181.6797119756827,Cash snapshot,Monthly allocation,1
2024-04-14,Google,4624.01,Cash snapshot,Platform reported,1
2024-04-14,Meta,9114.96,Cash snapshot,Platform reported,1
2024-04-14,ShareASale,2185.4004755632477,Cash snapshot,Monthly allocation,1
2024-04-14,ShopMy,248.67585453400042,Cash snapshot,Monthly allocation,1
2024-04-14,TikTok,186.72715967818772,Cash snapshot,Monthly allocation,1
2024-04-15,Google,4719.77,Cash snapshot,Platform reported,1
2024-04-15,Meta,8994.51,Cash snapshot,Platform reported,1
2024-04-15,ShareASale,2181.4731405634875,Cash snapshot,Monthly allocation,1
2024-04-15,ShopMy,248.22896463989304,Cash snapshot,Monthly allocation,1
2024-04-15,TikTok,186.39159641744442,Cash snapshot,Monthly allocation,1
2024-04-16,Google,5195.13,Cash snapshot,Platform reported,1
2024-04-16,Meta,8008.01,Cash snapshot,Platform reported,1
2024-04-16,ShareASale,2100.1682393169312,Cash snapshot,Monthly allocation,1
2024-04-16,ShopMy,238.9773121298061,Cash snapshot,Monthly allocation,1
2024-04-16,TikTok,179.44466222966258,Cash snapshot,Monthly allocation,1
2024-04-17,Google,4946.95,Cash snapshot,Platform reported,1
2024-04-17,Meta,9021.74,Cash snapshot,Platform reported,1
2024-04-17,ShareASale,2221.941074840078,Cash snapshot,Monthly allocation,1
2024-04-17,ShopMy,252.833794852929,Cash snapshot,Monthly allocation,1
2024-04-17,TikTok,189.84929788223602,Cash snapshot,Monthly allocation,1
2024-04-18,Google,4248.03,Cash snapshot,Platform reported,1
2024-04-18,Meta,8790.6,Cash snapshot,Platform reported,1
2024-04-18,ShareASale,2074.000321908646,Cash snapshot,Monthly allocation,1
2024-04-18,ShopMy,235.99967517234944,Cash snapshot,Monthly allocation,1
2024-04-18,TikTok,177.20879702006837,Cash snapshot,Monthly allocation,1
2024-04-19,Google,4390.48,Cash snapshot,Platform reported,1
2024-04-19,Meta,9917.67,Cash snapshot,Platform reported,1
2024-04-19,ShareASale,2275.9375567768384,Cash snapshot,Monthly allocation,1
2024-04-19,ShopMy,258.9780331459096,Cash snapshot,Monthly allocation,1
2024-04-19,TikTok,194.46291896331832,Cash snapshot,Monthly allocation,1
2024-04-20,Google,4486.35,Cash snapshot,Platform reported,1
2024-04-20,Meta,11830.31,Cash snapshot,Platform reported,1
2024-04-20,ShareASale,2595.422839092292,Cash snapshot,Monthly allocation,1
2024-04-20,ShopMy,295.3321368807664,Cash snapshot,Monthly allocation,1
2024-04-20,TikTok,221.76069801700555,Cash snapshot,Monthly allocation,1
2024-04-21,Google,5367.34,Cash snapshot,Platform reported,1
2024-04-21,Meta,12369.94,Cash snapshot,Platform reported,1
2024-04-21,ShareASale,2821.394918774732,Cash snapshot,Monthly allocation,1
2024-04-21,ShopMy,321.04541032616237,Cash snapshot,Monthly allocation,1
2024-04-21,TikTok,241.06842906103773,Cash snapshot,Monthly allocation,1
2024-04-22,Google,5609.11,Cash snapshot,Platform reported,1
2024-04-22,Meta,11104.07,Cash snapshot,Platform reported,1
2024-04-22,ShareASale,2658.495616496299,Cash snapshot,Monthly allocation,1
2024-04-22,ShopMy,302.5091632400802,Cash snapshot,Monthly allocation,1
2024-04-22,TikTok,227.14982495705962,Cash snapshot,Monthly allocation,1
2024-04-23,Google,5732.86,Cash snapshot,Platform reported,1
2024-04-23,Meta,8948.77,Cash snapshot,Platform reported,1
2024-04-23,ShareASale,2335.345457777668,Cash snapshot,Monthly allocation,1
2024-04-23,ShopMy,265.7380346708681,Cash snapshot,Monthly allocation,1
2024-04-23,TikTok,199.53890789091696,Cash snapshot,Monthly allocation,1
2024-04-24,Google,5979.16,Cash snapshot,Platform reported,1
2024-04-24,Meta,7810.05,Cash snapshot,Platform reported,1
2024-04-24,ShareASale,2193.3919421646233,Cash snapshot,Monthly allocation,1
2024-04-24,ShopMy,249.58520035335863,Cash snapshot,Monthly allocation,1
2024-04-24,TikTok,187.40997451090314,Cash snapshot,Monthly allocation,1
2024-04-25,Google,6359.19,Cash snapshot,Platform reported,1
2024-04-25,Meta,7878.65,Cash snapshot,Platform reported,1
2024-04-25,ShareASale,2264.7536392461325,Cash snapshot,Monthly allocation,1
2024-04-25,ShopMy,257.7054195997497,Cash snapshot,Monthly allocation,1
2024-04-25,TikTok,193.50733156506556,Cash snapshot,Monthly allocation,1
2024-04-26,Google,5788.5,Cash snapshot,Platform reported,1
2024-04-26,Meta,9752.12,Cash snapshot,Platform reported,1
2024-04-26,ShareASale,2471.9814031581495,Cash snapshot,Monthly allocation,1
2024-04-26,ShopMy,281.28578477776557,Cash snapshot,Monthly allocation,1
2024-04-26,TikTok,211.2134921495598,Cash snapshot,Monthly allocation,1
2024-04-27,Google,6299.91,Cash snapshot,Platform reported,1
2024-04-27,Meta,13182.15,Cash snapshot,Platform reported,1
2024-04-27,ShareASale,3098.929773407448,Cash snapshot,Monthly allocation,1
2024-04-27,ShopMy,352.62599151047476,Cash snapshot,Monthly allocation,1
2024-04-27,TikTok,264.781837974756,Cash snapshot,Monthly allocation,1
2024-04-28,Google,6043.16,Cash snapshot,Platform reported,1
2024-04-28,Meta,14843.93,Cash snapshot,Platform reported,1
2024-04-28,ShareASale,3322.422017016731,Cash snapshot,Monthly allocation,1
2024-04-28,ShopMy,378.0570853913048,Cash snapshot,Monthly allocation,1
2024-04-28,TikTok,283.8776844001172,Cash snapshot,Monthly allocation,1
2024-04-29,Google,6221.97,Cash snapshot,Platform reported,1
2024-04-29,Meta,11998.54,Cash snapshot,Platform reported,1
2024-04-29,ShareASale,2898.2602930936537,Cash snapshot,Monthly allocation,1
2024-04-29,ShopMy,329.791890825535,Cash snapshot,Monthly allocation,1
2024-04-29,TikTok,247.6360367762661,Cash snapshot,Monthly allocation,1
2024-04-30,Google,5625.84,Cash snapshot,Platform reported,1
2024-04-30,Meta,8787.18,Cash snapshot,Platform reported,1
2024-04-30,ShareASale,2292.6187889123134,Cash snapshot,Monthly allocation,1
2024-04-30,ShopMy,260.8761839436027,Cash snapshot,Monthly allocation,1
2024-04-30,TikTok,195.8882133802544,Cash snapshot,Monthly allocation,1
2024-05-01,Google,6028.79,Cash snapshot,Platform reported,1
2024-05-01,Meta,9465.02,Cash snapshot,Platform reported,1
2024-05-01,ShareASale,2504.0064865540007,Cash snapshot,Monthly allocation,1
2024-05-01,ShopMy,680.7575374378383,Cash snapshot,Monthly allocation,1
2024-05-01,TikTok,283.79113050647754,Cash snapshot,Monthly allocation,1
2024-05-02,Google,7695.91,Cash snapshot,Platform reported,1
2024-05-02,Meta,11363.32,Cash snapshot,Platform reported,1
2024-05-02,ShareASale,3080.2259449886506,Cash snapshot,Monthly allocation,1
2024-05-02,ShopMy,837.4127784103051,Cash snapshot,Monthly allocation,1
2024-05-02,TikTok,349.0968605064198,Cash snapshot,Monthly allocation,1
2024-05-03,Google,7857.61,Cash snapshot,Platform reported,1
2024-05-03,Meta,15195.59,Cash snapshot,Platform reported,1
2024-05-03,ShareASale,3725.704803132779,Cash snapshot,Monthly allocation,1
2024-05-03,ShopMy,1012.8973868959263,Cash snapshot,Monthly allocation,1
2024-05-03,TikTok,422.25209227374853,Cash snapshot,Monthly allocation,1
2024-05-04,Google,7570.22,Cash snapshot,Platform reported,1
2024-05-04,Meta,14283.93,Cash snapshot,Platform reported,1
2024-05-04,ShareASale,3531.9223198247632,Cash snapshot,Monthly allocation,1
2024-05-04,ShopMy,960.214262134177,Cash snapshot,Monthly allocation,1
2024-05-04,TikTok,400.28978893881725,Cash snapshot,Monthly allocation,1
2024-05-05,Google,7704.68,Cash snapshot,Platform reported,1
2024-05-05,Meta,12658.77,Cash snapshot,Platform reported,1
2024-05-05,ShareASale,3291.0053039644904,Cash snapshot,Monthly allocation,1
2024-05-05,ShopMy,894.7167982399776,Cash snapshot,Monthly allocation,1
2024-05-05,TikTok,372.9855017269561,Cash snapshot,Monthly allocation,1
2024-05-06,Google,6173.73,Cash snapshot,Platform reported,1
2024-05-06,Meta,8645.53,Cash snapshot,Platform reported,1
2024-05-06,ShareASale,2394.9902035671175,Cash snapshot,Monthly allocation,1
2024-05-06,ShopMy,651.1195725422642,Cash snapshot,Monthly allocation,1
2024-05-06,TikTok,271.43578943264583,Cash snapshot,Monthly allocation,1
2024-05-07,Google,5378.89,Cash snapshot,Platform reported,1
2024-05-07,Meta,8529.22,Cash snapshot,Platform reported,1
2024-05-07,ShareASale,2247.736202761397,Cash snapshot,Monthly allocation,1
2024-05-07,ShopMy,611.0860217089646,Cash snapshot,Monthly allocation,1
2024-05-07,TikTok,254.746783399851,Cash snapshot,Monthly allocation,1
2024-05-08,Google,5278.14,Cash snapshot,Platform reported,1
2024-05-08,Meta,9234.84,Cash snapshot,Platform reported,1
2024-05-08,ShareASale,2345.491267753282,Cash snapshot,Monthly allocation,1
2024-05-08,ShopMy,637.6624294272743,Cash snapshot,Monthly allocation,1
2024-05-08,TikTok,265.8258363319221,Cash snapshot,Monthly allocation,1
2024-05-09,Google,7588.86,Cash snapshot,Platform reported,1
2024-05-09,Meta,9371.74,Cash snapshot,Platform reported,1
2024-05-09,ShareASale,2741.059327295725,Cash snapshot,Monthly allocation,1
2024-05-09,ShopMy,745.2044583913316,Cash snapshot,Monthly allocation,1
2024-05-09,TikTok,310.65747211745605,Cash snapshot,Monthly allocation,1
2024-05-10,Google,4579.95,Cash snapshot,Platform reported,1
2024-05-10,Meta,9482.05,Cash snapshot,Platform reported,1
2024-05-10,ShareASale,2272.6068806783064,Cash snapshot,Monthly allocation,1
2024-05-10,ShopMy,617.8475463072596,Cash snapshot,Monthly allocation,1
2024-05-10,TikTok,257.5654972651715,Cash snapshot,Monthly allocation,1
2024-05-11,Google,4513.29,Cash snapshot,Platform reported,1
2024-05-11,Meta,10609.75,Cash snapshot,Platform reported,1
2024-05-11,ShareASale,2444.0851060143123,Cash snapshot,Monthly allocation,1
2024-05-11,ShopMy,664.4668721879206,Cash snapshot,Monthly allocation,1
2024-05-11,TikTok,276.9999514835073,Cash snapshot,Monthly allocation,1
2024-05-12,Google,4938.45,Cash snapshot,Platform reported,1
2024-05-12,Meta,10344.52,Cash snapshot,Platform reported,1
2024-05-12,ShareASale,2469.931928545025,Cash snapshot,Monthly allocation,1
2024-05-12,ShopMy,671.4937786081255,Cash snapshot,Monthly allocation,1
2024-05-12,TikTok,279.929296525295,Cash snapshot,Monthly allocation,1
2024-05-13,Google,4743.66,Cash snapshot,Platform reported,1
2024-05-13,Meta,9361.17,Cash snapshot,Platform reported,1
2024-05-13,ShareASale,2279.528780315588,Cash snapshot,Monthly allocation,1
2024-05-13,ShopMy,619.7293846238816,Cash snapshot,Monthly allocation,1
2024-05-13,TikTok,258.3499895314115,Cash snapshot,Monthly allocation,1
2024-05-14,Google,5486.28,Cash snapshot,Platform reported,1
2024-05-14,Meta,8818.27,Cash snapshot,Platform reported,1
2024-05-14,ShareASale,2311.8061979097474,Cash snapshot,Monthly allocation,1
2024-05-14,ShopMy,628.5045597019989,Cash snapshot,Monthly allocation,1
2024-05-14,TikTok,262.00814492280676,Cash snapshot,Monthly allocation,1
2024-05-15,Google,5297.66,Cash snapshot,Platform reported,1
2024-05-15,Meta,8730.62,Cash snapshot,Platform reported,1
2024-05-15,ShareASale,2267.1572786290626,Cash snapshot,Monthly allocation,1
2024-05-15,ShopMy,616.365977592889,Cash snapshot,Monthly allocation,1
2024-05-15,TikTok,256.94786758462953,Cash snapshot,Monthly allocation,1
2024-05-16,Google,4795.59,Cash snapshot,Platform reported,1
2024-05-16,Meta,8801.68,Cash snapshot,Platform reported,1
2024-05-16,ShareASale,2197.50031008681,Cash snapshot,Monthly allocation,1
2024-05-16,ShopMy,597.4285241059104,Cash snapshot,Monthly allocation,1
2024-05-16,TikTok,249.0533074241785,Cash snapshot,Monthly allocation,1
2024-05-17,Google,3904.49,Cash snapshot,Platform reported,1
2024-05-17,Meta,8628.2,Cash snapshot,Platform reported,1
2024-05-17,ShareASale,2025.4499735036418,Cash snapshot,Monthly allocation,1
2024-05-17,ShopMy,550.6536598726731,Cash snapshot,Monthly allocation,1
2024-05-17,TikTok,229.55401307923785,Cash snapshot,Monthly allocation,1
2024-05-18,Google,3894.18,Cash snapshot,Platform reported,1
2024-05-18,Meta,8873.47,Cash snapshot,Platform reported,1
2024-05-18,ShareASale,2063.4226454339628,Cash snapshot,Monthly allocation,1
2024-05-18,ShopMy,560.9771884945159,Cash snapshot,Monthly allocation,1
2024-05-18,TikTok,233.85763910949132,Cash snapshot,Monthly allocation,1
2024-05-19,Google,4275.8,Cash snapshot,Platform reported,1
2024-05-19,Meta,8558.44,Cash snapshot,Platform reported,1
2024-05-19,ShareASale,2074.184478187794,Cash snapshot,Monthly allocation,1
2024-05-19,ShopMy,563.902979143684,Cash snapshot,Monthly allocation,1
2024-05-19,TikTok,235.0773295136222,Cash snapshot,Monthly allocation,1
2024-05-20,Google,4303.18,Cash snapshot,Platform reported,1
2024-05-20,Meta,9701.98,Cash snapshot,Platform reported,1
2024-05-20,ShareASale,2263.420778054373,Cash snapshot,Monthly allocation,1
2024-05-20,ShopMy,615.3501451884923,Cash snapshot,Monthly allocation,1
2024-05-20,TikTok,256.5243919555034,Cash snapshot,Monthly allocation,1
2024-05-21,Google,4048.79,Cash snapshot,Platform reported,1
2024-05-21,Meta,9759.01,Cash snapshot,Platform reported,1
2024-05-21,ShareASale,2231.5247679583217,Cash snapshot,Monthly allocation,1
2024-05-21,ShopMy,606.6786623454258,Cash snapshot,Monthly allocation,1
2024-05-21,TikTok,252.90946331517813,Cash snapshot,Monthly allocation,1
2024-05-22,Google,3960.03,Cash snapshot,Platform reported,1
2024-05-22,Meta,8558.63,Cash snapshot,Platform reported,1
2024-05-22,ShareASale,2023.1825382500563,Cash snapshot,Monthly allocation,1
2024-05-22,ShopMy,550.0372183227732,Cash snapshot,Monthly allocation,1
2024-05-22,TikTok,229.2970337074109,Cash snapshot,Monthly allocation,1
2024-05-23,Google,4341.35,Cash snapshot,Platform reported,1
2024-05-23,Meta,9221.29,Cash snapshot,Platform reported,1
2024-05-23,ShareASale,2191.9036398921085,Cash snapshot,Monthly allocation,1
2024-05-23,ShopMy,595.9069723687022,Cash snapshot,Monthly allocation,1
2024-05-23,TikTok,248.41900980148668,Cash snapshot,Monthly allocation,1
2024-05-24,Google,5533.97,Cash snapshot,Platform reported,1
2024-05-24,Meta,15859.14,Cash snapshot,Platform reported,1
2024-05-24,ShareASale,3457.412102482427,Cash snapshot,Monthly allocation,1
2024-05-24,ShopMy,939.957368893564,Cash snapshot,Monthly allocation,1
2024-05-24,TikTok,391.84518668742095,Cash snapshot,Monthly allocation,1
2024-05-25,Google,6375.21,Cash snapshot,Platform reported,1
2024-05-25,Meta,19229.54,Cash snapshot,Platform reported,1
2024-05-25,ShareASale,4138.069337793192,Cash snapshot,Monthly allocation,1
2024-05-25,ShopMy,1125.0058285671173,Cash snapshot,Monthly allocation,1
2024-05-25,TikTok,468.98735358415587,Cash snapshot,Monthly allocation,1
2024-05-26,Google,6762.36,Cash snapshot,Platform reported,1
2024-05-26,Meta,23345.28,Cash snapshot,Platform reported,1
2024-05-26,ShareASale,4865.7964603175515,Cash snapshot,Monthly allocation,1
2024-05-26,ShopMy,1322.8510524180274,Cash snapshot,Monthly allocation,1
2024-05-26,TikTok,551.4641777898427,Cash snapshot,Monthly allocation,1
2024-05-27,Google,10051.92,Cash snapshot,Platform reported,1
2024-05-27,Meta,29620.98,Cash snapshot,Platform reported,1
2024-05-27,ShareASale,6411.670140553434,Cash snapshot,Monthly allocation,1
2024-05-27,ShopMy,1743.1235898089374,Cash snapshot,Monthly allocation,1
2024-05-27,TikTok,726.6654968319884,Cash snapshot,Monthly allocation,1
2024-05-28,Google,8965.19,Cash snapshot,Platform reported,1
2024-05-28,Meta,28650.62,Cash snapshot,Platform reported,1
2024-05-28,ShareASale,6079.216941280604,Cash snapshot,Monthly allocation,1
2024-05-28,ShopMy,1652.7404288764099,Cash snapshot,Monthly allocation,1
2024-05-28,TikTok,688.986972527536,Cash snapshot,Monthly allocation,1
2024-05-29,Google,4708.67,Cash snapshot,Platform reported,1
2024-05-29,Meta,15917.35,Cash snapshot,Platform reported,1
2024-05-29,ShareASale,3333.440120395987,Cash snapshot,Monthly allocation,1
2024-05-29,ShopMy,906.2534381371399,Cash snapshot,Monthly allocation,1
2024-05-29,TikTok,377.79484411188827,Cash snapshot,Monthly allocation,1
2024-05-30,Google,4932.66,Cash snapshot,Platform reported,1
2024-05-30,Meta,10679.59,Cash snapshot,Platform reported,1
2024-05-30,ShareASale,2523.147971331951,Cash snapshot,Monthly allocation,1
2024-05-30,ShopMy,685.9614816409837,Cash snapshot,Monthly allocation,1
2024-05-30,TikTok,285.9605272847514,Cash snapshot,Monthly allocation,1
2024-05-31,Google,4686.38,Cash snapshot,Platform reported,1
2024-05-31,Meta,6162.97,Cash snapshot,Platform reported,1
2024-05-31,ShareASale,1753.399762543535,Cash snapshot,Monthly allocation,1
2024-05-31,ShopMy,476.69209760550893,Cash snapshot,Monthly allocation,1
2024-05-31,TikTok,198.72125072919133,Cash snapshot,Monthly allocation,1
2024-06-01,Google,4447.71,Cash snapshot,Platform reported,1
2024-06-01,Meta,4992.01,Cash snapshot,Platform reported,1
2024-06-01,ShareASale,1863.3261738699578,Cash snapshot,Monthly allocation,1
2024-06-01,ShopMy,266.46279089654274,Cash snapshot,Monthly allocation,1
2024-06-02,Google,5798.89,Cash snapshot,Platform reported,1
2024-06-02,Meta,6117.61,Cash snapshot,Platform reported,1
2024-06-02,ShareASale,2352.222984465784,Cash snapshot,Monthly allocation,1
2024-06-02,ShopMy,336.3769103022814,Cash snapshot,Monthly allocation,1
2024-06-03,Google,4587.69,Cash snapshot,Platform reported,1
2024-06-03,Meta,8225.03,Cash snapshot,Platform reported,1
2024-06-03,ShareASale,2529.1297341941377,Cash snapshot,Monthly allocation,1
2024-06-03,ShopMy,361.6752541575334,Cash snapshot,Monthly allocation,1
2024-06-04,Google,4277.45,Cash snapshot,Platform reported,1
2024-06-04,Meta,8459.29,Cash snapshot,Platform reported,1
2024-06-04,ShareASale,2514.1318822779112,Cash snapshot,Monthly allocation,1
2024-06-04,ShopMy,359.53050379922627,Cash snapshot,Monthly allocation,1
2024-06-05,Google,3334.0,Cash snapshot,Platform reported,1
2024-06-05,Meta,5579.45,Cash snapshot,Platform reported,1
2024-06-05,ShareASale,1759.4446323070151,Cash snapshot,Monthly allocation,1
2024-06-05,ShopMy,251.6073319459464,Cash snapshot,Monthly allocation,1
2024-06-06,Google,3468.03,Cash snapshot,Platform reported,1
2024-06-06,Meta,5326.95,Cash snapshot,Platform reported,1
2024-06-06,ShareASale,1736.0595899733041,Cash snapshot,Monthly allocation,1
2024-06-06,ShopMy,248.2631811832634,Cash snapshot,Monthly allocation,1
2024-06-07,Google,3470.71,Cash snapshot,Platform reported,1
2024-06-07,Meta,5352.97,Cash snapshot,Platform reported,1
2024-06-07,ShareASale,1741.7247433030714,Cash snapshot,Monthly allocation,1
2024-06-07,ShopMy,249.07331984190276,Cash snapshot,Monthly allocation,1
2024-06-08,Google,3288.89,Cash snapshot,Platform reported,1
2024-06-08,Meta,5782.72,Cash snapshot,Platform reported,1
2024-06-08,ShareASale,1790.6641671723787,Cash snapshot,Monthly allocation,1
2024-06-08,ShopMy,256.07184519508905,Cash snapshot,Monthly allocation,1
2024-06-09,Google,4467.46,Cash snapshot,Platform reported,1
2024-06-09,Meta,6329.11,Cash snapshot,Platform reported,1
2024-06-09,ShareASale,2131.1576475805605,Cash snapshot,Monthly allocation,1
2024-06-09,ShopMy,304.76371908381674,Cash snapshot,Monthly allocation,1
2024-06-10,Google,3004.6,Cash snapshot,Platform reported,1
2024-06-10,Meta,6395.09,Cash snapshot,Platform reported,1
2024-06-10,ShareASale,1855.4245680235963,Cash snapshot,Monthly allocation,1
2024-06-10,ShopMy,265.3328309486218,Cash snapshot,Monthly allocation,1
2024-06-11,Google,2843.85,Cash snapshot,Platform reported,1
2024-06-11,Meta,6843.67,Cash snapshot,Platform reported,1
2024-06-11,ShareASale,1912.2399367659943,Cash snapshot,Monthly allocation,1
2024-06-11,ShopMy,273.4576466321115,Cash snapshot,Monthly allocation,1
2024-06-12,Google,2477.96,Cash snapshot,Platform reported,1
2024-06-12,Meta,7175.52,Cash snapshot,Platform reported,1
