breakdown_platform_northbeam,campaign_name,adset_name,ad_name,spend,attributed_rev
Microsoft Ads,US_Brand_Core,Brand_Core_FSA/HSA,73598879686275 (ResponsiveSearch),7.47,0.0
Google Ads,US_Brand_Core,Brand_Website,752274987324 (RESPONSIVE_SEARCH_AD),7.45518,0.0
Google Ads,US_Brand_Alone_Phrase,Brand_Alone_Phrase,752273678541 (RESPONSIVE_SEARCH_AD),7.257124,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_Infrared,73805038251290 (ResponsiveSearch),7.159999999999999,0.0
Google Ads,US_Brand_Alone_Phrase,Brand_Alone_Phrase,752273678541 (RESPONSIVE_SEARCH_AD),6.924562,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_Infrared,73805038251290 (ResponsiveSearch),6.56,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_Accessories,73736317564549 (ResponsiveSearch),6.08,0.0
Awin,AWIN / 789945 (custom spend input),AWIN / 789945 (custom spend input),AWIN / 789945 (custom spend input),6.079999999999997,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Static_CPG Hydration Education_v1_PDP_ToF,5.790000000000002,0.0
Google Ads,US_Brand_Core,Brand_Infrared,760717628341 (RESPONSIVE_SEARCH_AD),5.616155,0.0
Google Ads,US_Brand_Consumables,Brand_BodyCare,753905099716 (RESPONSIVE_SEARCH_AD),5.366206000000001,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_FSA/HSA,73598879686276 (ResponsiveSearch),5.31,0.0
Awin,AWIN / 2107561 (custom spend input),AWIN / 2107561 (custom spend input),AWIN / 2107561 (custom spend input),5.130000000000002,0.0
Awin,AWIN / 301377 (custom spend input),AWIN / 301377 (custom spend input),AWIN / 301377 (custom spend input),5.019999999999998,0.0
Awin,AWIN / 216551 (custom spend input),AWIN / 216551 (custom spend input),AWIN / 216551 (custom spend input),4.89,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_FSA/HSA,73598879686276 (ResponsiveSearch),4.55,0.0
Awin,AWIN / 156708 (custom spend input),AWIN / 156708 (custom spend input),AWIN / 156708 (custom spend input),4.520000000000001,0.0
Google Ads,US_Brand_Core,Brand_Website,752274987324 (RESPONSIVE_SEARCH_AD),4.394182000000001,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_Sale,73530160072174 (ResponsiveSearch),4.35,0.0
Google Ads,US_Brand_Alone_Phrase,Brand_Alone_Phrase,727749498895 (RESPONSIVE_SEARCH_AD),3.969722,0.0
Google Ads,US_Brand_Core,Brand_FSA/HSA,760715648290 (RESPONSIVE_SEARCH_AD),3.96,412.5
Google Ads,US_Brand_Alone_Phrase,Brand_Alone_Phrase,752273678541 (RESPONSIVE_SEARCH_AD),3.88,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Static_CPG Hydration Education_v1_PDP_ToF,3.42,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,753993765746 (RESPONSIVE_SEARCH_AD),3.1,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,753993765746 (RESPONSIVE_SEARCH_AD),2.58,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_FSA/HSA,73598879686276 (ResponsiveSearch),2.52,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,734969934936 (RESPONSIVE_SEARCH_AD),2.51,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,753993765746 (RESPONSIVE_SEARCH_AD),2.43,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_FSA/HSA,73598879686275 (ResponsiveSearch),2.33,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Carousel_CPG Hydration Education_v1_PDP_ToF,2.3099999999999996,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,753993765746 (RESPONSIVE_SEARCH_AD),1.835703,0.0
Awin,AWIN / 301377 (custom spend input),AWIN / 301377 (custom spend input),AWIN / 301377 (custom spend input),1.8200000000000007,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,753993765746 (RESPONSIVE_SEARCH_AD),1.77,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,734969934936 (RESPONSIVE_SEARCH_AD),1.711588,0.0
Google Ads,US_Brand_Consumables,Brand_BodyCare,753905099716 (RESPONSIVE_SEARCH_AD),1.65,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_Accessories,73736317564549 (ResponsiveSearch),1.41,0.0
Google Ads,US_Brand_Consumables,Brand_BodyCare,753905099716 (RESPONSIVE_SEARCH_AD),1.12,0.0
Google Ads,US_Brand_Core,Brand_Infrared,728703997192 (RESPONSIVE_SEARCH_AD),1.01,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Carousel_CPG Hydration Education_v1_PDP_ToF,0.96,0.0
Microsoft Ads,US_Brand_Core,Brand_Core_FSA/HSA,73598879686276 (ResponsiveSearch),0.93,0.0
Google Ads,US_Brand_Core,Brand_FSA/HSA,731517090204 (RESPONSIVE_SEARCH_AD),0.874154,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Carousel_CPG Hydration Education_v1_PDP_ToF,0.8700000000000001,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Static_CPG Hydration Education_v1_PDP_ToF,0.85,0.0
Google Ads,US_Brand_Core,Brand_Accessories,728667497930 (RESPONSIVE_SEARCH_AD),0.72,0.0
Google Ads,US_Brand_Core,Brand_FSA/HSA,760715648290 (RESPONSIVE_SEARCH_AD),0.72,0.0
Google Ads,US_Brand_Core,Brand_Infrared,760717628341 (RESPONSIVE_SEARCH_AD),0.65,0.0
Google Ads,US_Brand_Core,Brand_Accessories,728667497930 (RESPONSIVE_SEARCH_AD),0.407526,0.0
Google Ads,[SB] - Evergreen - Demand Gen,ToF ad group - In market + Affinity + Non-Brand Terms + Competitor Terms & Website Visits,TOF_UGC_MultiSku_UGC-Broll_Evergreen_Self-Care,0.3817929999999999,0.0
Google Ads,US_Brand_Consumables,Brand_Supplements,734969934936 (RESPONSIVE_SEARCH_AD),0.301356,0.0
Google Ads,[SB] - Evergreen - Demand Gen,ToF ad group - In market + Affinity + Non-Brand Terms + Competitor Terms & Website Visits,TOF_UGC_MultiSku_UGC-Broll_Evergreen_Self-Care,0.178612,0.0
Google Ads,[SB] - Evergreen - Demand Gen,ToF ad group - In market + Affinity + Non-Brand Terms + Competitor Terms & Website Visits,TOF_UGC_MultiSku_UGC-Broll_Evergreen_Self-Care,0.171502,0.0
Google Ads,[SB] - Evergreen - Demand Gen,ToF ad group - In market + Affinity + Non-Brand Terms + Competitor Terms & Website Visits,TOF_UGC_MultiSku_UGC-Broll_Evergreen_Self-Care,0.12766,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Carousel_CPG Hydration Education_v1_PDP_ToF,0.09,0.0
Google Ads,[SB] - Evergreen - Demand Gen,ToF ad group - In market + Affinity + Non-Brand Terms + Competitor Terms & Website Visits,TOF_UGC_MultiSku_UGC-Broll_Evergreen_Self-Care,0.067185,0.0
Facebook Ads,SB | Body Care & Supplements | Creative Testing | 42225,HD081 - ADV+ | 25+ F | High-Dration Education | All Exclusions | 73025,SB_HD_081_Carousel_CPG Hydration Education_v1_PDP_ToF,0.06,0.0
Google Ads,[SB] - Evergreen - Demand Gen,ToF ad group - In market + Affinity + Non-Brand Terms + Competitor Terms & Website Visits,TOF_UGC_MultiSku_UGC-Broll_Evergreen_Self-Care,0.032356,0.0
Google Ads,[SB] - Evergreen - Demand Gen,ToF ad group - In market + Affinity + Non-Brand Terms + Competitor Terms & Website Visits,TOF_UGC_MultiSku_UGC-Broll_Evergreen_Self-Care,0.01047,0.0
ShopMyShelf,Sophie,(no name),Quick Link,0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105575491649, Campaign ID: 1830694137438258","Ad ID: 1839105579417601, Adset ID: 1839105575491649, Campaign ID: 1830694137438258",0.0,0.0
ShopMyShelf,The Honest Channel - Clare Johnston,(no name),Anti-aging tools and devices I rate highly,0.0,0.0
Unattributed,Unattributed,(no name),(no name),0.0,0.0
ShopMyShelf,Vanessa (she/her),(no name),Quick Link,0.0,0.0
ShopMyShelf,Samantha Riehl,(no name),Current Favs,0.0,0.0
ShopMyShelf,Samantha Riehl,(no name),On The Move,0.0,0.0
ShopMyShelf,Sarah Tucker,(no name),Quick Link,0.0,0.0
ShopMyShelf,The Honest Channel - Clare Johnston,(no name),Hair growth and condition boosters!,0.0,0.0
ShopMyShelf,Viri Maldonado,(no name),FOR THE FITNESS FANATIC,0.0,0.0
ShopMyShelf,Sheila Gibbons,(no name),Detox and Wellness,0.0,0.0
ShopMyShelf,The List,(no name),Current Obsessions,0.0,0.0
Transactional,UTM [shop_app / (not set)],(no name),(no name),0.0,0.0
ShopMyShelf,Shelly Marshall,(no name),Skincare tools   devices I love,0.0,0.0
ShopMyShelf,The Honest Channel - Clare Johnston,(no name),Quick Link,0.0,0.0
ShopMyShelf,STEPHANIE MARIE ,(no name),Quick Link,0.0,0.0
ShopMyShelf,Vanessa (she/her),(no name),High Quality LED Devices ,0.0,381.65
Transactional,Referral: typeform.com,Referral: typeform.com,Referral: typeform.com,0.0,0.0
Attentive,5/9: Mother's Day Sale 15% Off Launch,(no name),(no name),0.0,0.0
Transactional,Referral: shopify.com,Referral: shopify.com,Referral: shopify.com,0.0,0.0
Transactional,Referral: id.me,Referral: id.me,Referral: id.me,0.0,20.44375
TikTok,signal_higherdose_tiktok_test,1731009329860626,(no name),0.0,0.0
Awin,UTM [awin / 1006553],(no name),(no name),0.0,559.2
Yotpo,map,(no name),(no name),0.0,0.0
Unattributed,Unattributed: returning,(no name),(no name),0.0,479.25
Attentive,[SB] 6/20: Impact of Travel,(no name),(no name),0.0,0.0
Unattributed,Unattributed: first_time,(no name),(no name),0.0,2998.16
YouTube Organic,Referral: youtube.com,Referral: youtube.com,Referral: youtube.com,0.0,0.0
TikTok,US | Prospecting | 011025 | CVN | Purchases | 7dc1dv | Complete Payment | SMART_PLUS_ | nbt,US | Prospecting | 011025 | CVN | Purchases | Broad Smart_Plus | 18+ | BRD | 7dc1dv |,Image carousel 27_001,0.0,0.0
ShopMyShelf,The Honest Channel - Clare Johnston,(no name),Supplements and tools we use plus discount codes,0.0,0.0
Awin,UTM [awin / 405484],(no name),(no name),0.0,58.65
ShopMyShelf,Piret Aava,(no name),Skin,0.0,0.0
ShopMyShelf,Bethenny Frankel,(no name),Current Obsessions,0.0,0.0
ShopMyShelf,Doctors Helping You Thrive ,(no name),Biohacking Tools,0.0,0.0
ShopMyShelf,Danielle Keasling,(no name),Wellness Favs,0.0,0.0
ShopMyShelf,Claudia Rolnick,(no name),Devices,0.0,0.0
ShopMyShelf,Claire Baxter,(no name),STRESS MANAGEMENT ,0.0,0.0
ShopMyShelf,Charlotte Palermino,(no name),Skin Devices That Are Actually Worth It: Extra discount w/code,0.0,0.0
ShopMyShelf,Charlotte Palermino,(no name),Devices,0.0,0.0
ShopMyShelf,Cat And Nat,(no name),Quick Link,0.0,0.0
ShopMyShelf,Brynley Joyner,(no name),wellness morning routine,0.0,0.0
ShopMyShelf,Bethenny Frankel,(no name),Current Obsessions of 2024,0.0,0.0
ShopMyShelf,Bethany Patterson,(no name),can’t live without ,0.0,0.0
ShopMyShelf,Dr. Shereene Idriss,(no name),LED Light Therapy Devices,0.0,0.0
ShopMyShelf,Aubri ,(no name),"but first, skin",0.0,0.0
ShopMyShelf,Angela Flotken,(no name),Quick Link,0.0,0.0
Awin,UTM [awin / 1097075],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1145323],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1249057],(no name),(no name),0.0,682.2
Awin,UTM [awin / 1263017],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1305685],(no name),(no name),0.0,0.0
ShopMyShelf,Alexandra Wildeson,(no name),Wellness Tech,0.0,0.0
ShopMyShelf,ALYSSA BURNHAM - PA-C,(no name),My Favorite Skincare,0.0,0.0
ShopMyShelf,Dr. Shereene Idriss,(no name),How to Boost Collagen,0.0,0.0
ShopMyShelf,Dr. Zion Ko Lamm,(no name),Quick Link,0.0,0.0
ShopMyShelf,Penny Smith,(no name),Quick Link,0.0,0.0
ShopMyShelf,Kelly LeVeque,(no name),Quick Link,0.0,0.0
ShopMyShelf,Olivia Herlihy,(no name),💆‍♀️ Anti-Aging Skincare,0.0,0.0
ShopMyShelf,Natazia zu Stolberg,(no name),Home,0.0,0.0
ShopMyShelf,Melissa Akkaway,(no name),Quick Link,0.0,0.0
ShopMyShelf,Maddie Broughton Elder,(no name),Quick Link,0.0,0.0
ShopMyShelf,"Lindsey Zubritsky, MD, FAAD",(no name),Post on September 26th,0.0,0.0
ShopMyShelf,Leya,(no name),Summer beauty ,0.0,0.0
ShopMyShelf,Kristin Leite,(no name),Alternatively Botox ,0.0,0.0
ShopMyShelf,Kristin Leite,(no name),All around fav devices ,0.0,0.0
ShopMyShelf,Kendra Alley,(no name),Gift Guide: Mom,0.0,0.0
ShopMyShelf,taylor,(no name),skincare,0.0,0.0
ShopMyShelf,Dr. Zion Ko Lamm,(no name),discount codes ,0.0,0.0
ShopMyShelf,Katie Sturino,(no name),Quick Link,0.0,0.0
ShopMyShelf,Karishma Patel,(no name),Quick Link,0.0,296.65
ShopMyShelf,Julia Berolzheimer,(no name),My Favorite Wellness Products,0.0,0.0
ShopMyShelf,Julia Amory,(no name),Skincare,0.0,0.0
ShopMyShelf,Illie Balaj,(no name),Best of Wellness 2024,0.0,0.0
ShopMyShelf,Hannah Shelly,(no name),Quick Link,0.0,0.0
ShopMyShelf,Haley Baker,(no name),Quick Link,0.0,0.0
ShopMyShelf,Evolution Medicine targets PEAK health!,(no name),Sweat for health,0.0,0.0
ShopMyShelf,Dr. Zion Ko Lamm,(no name),hair loss,0.0,0.0
ShopMyShelf,Yasmany Del Real,(no name),Quick Link,0.0,0.0
Unattributed,Unattributed,(no name),(no name),0.0,0.0
TikTok,Referral: tiktok.com,Referral: tiktok.com,Referral: tiktok.com,0.0,0.0
ShopMyShelf,Dr. Zion Ko Lamm,(no name),Dr. Zion's Holy Grails,0.0,0.0
Awin,UTM [awin / 155506],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1521899],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1504294],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1470094],(no name),(no name),0.0,104.7
Awin,UTM [awin / 1400871],(no name),(no name),0.0,0.0
Awin,UTM [awin / 137521],(no name),(no name),0.0,0.0
Awin,UTM [awin / 136348],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1305685],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1249057],(no name),(no name),0.0,1790.85
Awin,UTM [awin / 1145323],(no name),(no name),0.0,0.0
ShopMyShelf,Dr. Zion Ko Lamm,(no name),Quick Link,0.0,0.0
Awin,UTM [awin / 1585704],(no name),(no name),0.0,0.0
ShopMyShelf,Emma Goodman,(no name),lymph drainage. ,0.0,0.0
ShopMyShelf,Ereka Vetrini,(no name),Mother’s Day Gift Guide Part 2,0.0,0.0
ShopMyShelf,Hannah Shelly,(no name),Quick Link,0.0,0.0
ShopMyShelf,Jill Atogwe,(no name),June Favorites,0.0,0.0
ShopMyShelf,Justin Anderson,(no name),Quick Link,0.0,0.0
Awin,HigherDOSE March 2025 (UK Mother's Day),(no name),British Vogue [Listicle   Newsletter],0.0,0.0
ShopMyShelf,Katie Sturino,(no name),Quick Link,0.0,0.0
ShopMyShelf,Kaylee Richards,(no name),Quick Link,0.0,0.0
ShopMyShelf,Kristin Leite,(no name),Alternatively Botox ,0.0,0.0
ShopMyShelf,Lara Dallman Weiss,(no name),Travel Helpers,0.0,0.0
Awin,UTM [awin / 156708],(no name),(no name),0.0,211.5
Awin,UTM [awin / 1655833],(no name),(no name),0.0,0.0
ShopMyShelf,"Lindsey Zubritsky, MD, FAAD",(no name),Post on September 26th,0.0,0.0
Awin,UTM [awin / 1706977],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1816678],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1794812],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1780812],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1764625],(no name),(no name),0.0,174.5
Awin,UTM [awin / 1762301],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1761265],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1755369],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1751907],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1708621],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1707655],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1706785],(no name),(no name),0.0,223.26666666666665
Awin,UTM [awin / 1682723],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1705075],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1697431],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1696583],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1694801],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1686315],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1685453],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1684595],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1684387],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1684315],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1682827],(no name),(no name),0.0,0.0
ShopMyShelf,Laurel Larson ,(no name),Quick Link,0.0,0.0
ShopMyShelf,Liz Adams,(no name),Quick Link,0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105572902001, Campaign ID: 1830694137438258","Ad ID: 1839105573185538, Adset ID: 1839105572902001, Campaign ID: 1830694137438258",0.0,0.0
Transactional,Referral: shopify.com,Referral: shopify.com,Referral: shopify.com,0.0,0.0
Attentive,[SB] 6/9: Father's Day Flash Sale #2,(no name),(no name),0.0,0.0
Attentive,[SB] 6/27: Summer Detox Protocol,(no name),(no name),0.0,0.0
YouTube Organic,Referral: youtube.com,Referral: youtube.com,Referral: youtube.com,0.0,0.0
Yotpo,map,(no name),(no name),0.0,0.0
Unattributed,Unattributed: returning,(no name),(no name),0.0,271.35
Unattributed,Unattributed: first_time,(no name),(no name),0.0,1647.85
ShareASale,3767878,(no name),(no name),0.0,0.0
Twitter,Referral: t.co,Referral: t.co,Referral: t.co,0.0,0.0
Transactional,UTM [shop_app / (not set)],(no name),(no name),0.0,0.0
Transactional,Referral: typeform.com,Referral: typeform.com,Referral: typeform.com,0.0,0.0
TikTok,tiktok,(no name),(no name),0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105571631121, Campaign ID: 1830694137438258","Ad ID: 1839105567709201, Adset ID: 1839105571631121, Campaign ID: 1830694137438258",0.0,0.0
TikTok,UTM [tiktok / (not set)],(no name),(no name),0.0,0.0
TikTok,US | Traffic | 020525 | AW | Link Clicks,US | Traffic | 020525 | AW | Link Clicks | Interests | 18+,"Ad ID: 1826228355433474?utm_source=tiktok, Adset ID: 1823256989777953, Campaign ID: 1823256989777937",0.0,0.0
TikTok,US | Retargeting + Retention | 111424 | CVN | Purchase  | Manual ,US | Retargeting + Retention | 111424 | CVN | Purchase  | Manual,MULT | 16-20s VID | Multi Product | Peak Performance Bundle | PDP | 111424 | UGC | Spark,0.0,0.0
TikTok,US | Prospecting | 011025 | CVN | Purchases | 7dc1dv | Complete Payment | SMART_PLUS_ | nbt,US | Prospecting | 011025 | CVN | Purchases | Broad Smart_Plus | 18+ | BRD | 7dc1dv |,Image carousel 22_001,0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105576236082, Campaign ID: 1830694137438258","Ad ID: 1839105569344514, Adset ID: 1839105576236082, Campaign ID: 1830694137438258",0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105576236082, Campaign ID: 1830694137438258","Ad ID: 1839105569336354, Adset ID: 1839105576236082, Campaign ID: 1830694137438258",0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105575491649, Campaign ID: 1830694137438258","Ad ID: 1839105581158402, Adset ID: 1839105575491649, Campaign ID: 1830694137438258",0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105571631121, Campaign ID: 1830694137438258","Ad ID: 1839105572976657, Adset ID: 1839105571631121, Campaign ID: 1830694137438258",0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105570481202, Campaign ID: 1830694137438258","Ad ID: 1839105578662994, Adset ID: 1839105570481202, Campaign ID: 1830694137438258",0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1837841292314642, Campaign ID: 1830694137438258","Ad ID: 1837841326160001, Adset ID: 1837841292314642, Campaign ID: 1830694137438258",0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105571631121, Campaign ID: 1830694137438258","Ad ID: 1839105567721489, Adset ID: 1839105571631121, Campaign ID: 1830694137438258",0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839105570481202, Campaign ID: 1830694137438258","Ad ID: 1839105578662994, Adset ID: 1839105570481202, Campaign ID: 1830694137438258",0.0,0.0
ShopMyShelf,Maddie Broughton Elder,(no name),Quick Link,0.0,0.0
ShopMyShelf,Sophie,(no name),Quick Link,0.0,0.0
ShopMyShelf,Megan Birkel,(no name),No/Low ,0.0,0.0
ShopMyShelf,Melissa Wood-Tepperberg,(no name),Higher Dose,0.0,0.0
ShopMyShelf,Mia Rigden,(no name),Quick Link,0.0,0.0
ShopMyShelf,Natazia zu Stolberg,(no name),Home,0.0,0.0
ShopMyShelf,Natural Nadine,(no name),Quick Link,0.0,0.0
ShopMyShelf,Paige Paxton Pugh,(no name),Health,0.0,0.0
ShopMyShelf,Penny Smith,(no name),Quick Link,0.0,339.15
ShopMyShelf,Samantha Riehl,(no name),Current Favs,0.0,0.0
ShopMyShelf,Samantha Riehl,(no name),On The Move,0.0,0.0
ShopMyShelf,Sarah Palmyra,(no name),Quick Link,0.0,0.0
ShopMyShelf,Tamara Renee,(no name),HigherDose,0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1839099388291090, Campaign ID: 1830694137438258","Ad ID: 1839099390960674, Adset ID: 1839099388291090, Campaign ID: 1830694137438258",0.0,0.0
ShopMyShelf,Tess Lujan,(no name),Quick Link,0.0,0.0
ShopMyShelf,The Beauty Doctrine,(no name),FAVORITE LIGHT THERAPY DEVICES,0.0,0.0
ShopMyShelf,The Honest Channel - Clare Johnston,(no name),Hair growth and condition boosters!,0.0,0.0
ShopMyShelf,The Honest Channel - Clare Johnston,(no name),Supplements and tools we use plus discount codes,0.0,0.0
ShopMyShelf,The List,(no name),Current Obsessions,0.0,0.0
ShopMyShelf,Things I Bought and Liked,(no name),Luxury Favorite Things,0.0,0.0
ShopMyShelf,Vanessa (she/her),(no name),High Quality LED Devices ,0.0,0.0
ShopMyShelf,Yasmany Del Real,(no name),Quick Link,0.0,0.0
ShopMyShelf,taylor,(no name),skincare,0.0,0.0
TikTok,SB | SPC - Spark Ads | Testing | COL | 042825,"Adset ID: 1835210034653218, Campaign ID: 1830694137438258","Ad ID: 1835210039241777, Adset ID: 1835210034653218, Campaign ID: 1830694137438258",0.0,0.0
ShareASale,UTM [shareasale / (not set)],(no name),(no name),0.0,0.0
Other Email,ActiveonSiteEmail1,(no name),(no name),0.0,202.05
ShareASale,1844769,(no name),(no name),0.0,0.0
Klaviyo,[SB] 07.22.25 Permission to Play 101: DOSE Edition (01K0SWYBKX5N2E0TYMQETJ5GER),(no name),(no name),0.0,44.1
Awin,UTM [awin / 2022015],(no name),(no name),0.0,0.0
Microsoft Ads,Microsoft Ads (msclkid),(no name),(no name),0.0,0.0
Awin,UTM [awin / 2105241],(no name),(no name),0.0,0.0
LinkTree,Referral: linktr.ee,Referral: linktr.ee,Referral: linktr.ee,0.0,0.0
Klaviyo,campaign: Booster of: higherdose feature (6881a8e73af348c29537f55c),(no name),(no name),0.0,0.0
Klaviyo,[SB] 07.30.25 HSA/FSA (01K1E3QAW1Q9PB7CH5N4DSSHEP),(no name),(no name),0.0,994.5
Klaviyo,[SB] 07.29.25 Summer Skin Care - Support Sun-Kissed Skin (01K115JHGP1G2F17SV4WEXYNSY),(no name),(no name),0.0,625.15
Klaviyo,[SB] 07.28.25 Permission to Play - Supporting Your Body (01K115H6TNNFJF19H1D5TKSJKM),(no name),(no name),0.0,202.05
Klaviyo,[SB] 07.26.25 Serotonin Supper (01K115FTEB1S54K6W0TCP6BYJW),(no name),(no name),0.0,0.0
Klaviyo,[SB] 07.25.25 Microcurrent for Macro Results (01K11FNHYHKN709TBNXTG33AM2),(no name),(no name),0.0,0.0
Klaviyo,[SB] 07.15.25 Reignite your Mind-Body Connection (Helen Leland Blog) (01K07EYZY2BKHXYWQQ8ZP1FK92),(no name),(no name),0.0,0.0
Awin,UTM [awin / 2006239],(no name),(no name),0.0,0.0
Klaviyo,[SB] 07.11.25 WTF is EMF? (01JZTHFPHM77CJH2W6W6RCBXZG),(no name),(no name),0.0,0.0
Klaviyo,[SB] 06.27.25 Electrify your Summer Detox (01JYMBHFMBRKDFK23R2Z19D9ES),(no name),(no name),0.0,0.0
Klaviyo,Wonderment // Shipment Out for Delivery (R7aCqL),(no name),(no name),0.0,0.0
Klaviyo,Wonderment // Order Shipped (Rr6pKY),(no name),(no name),0.0,0.0
Klaviyo,"Welcome Series, Email #4 (UjRp77)",(no name),(no name),0.0,0.0
Klaviyo,"Welcome Series, Email #2 [UPDATED] (RTszxr)",(no name),(no name),0.0,0.0
Klaviyo,WELCOME | EMAIL #3 (TsH5tn),(no name),(no name),0.0,0.0
Klaviyo,"SA | Welcome Series, Email #1 | 10% OFF (XwgVwC)",(no name),(no name),0.0,0.0
Klaviyo,SA | Abandoned Checkout | NO DISCOUNT | Email 2 (WBphDZ),(no name),(no name),0.0,0.0
Klaviyo,SA | Abandoned Cart | Email #2 (S9KsXG),(no name),(no name),0.0,31.050000000000004
Awin,UTM [awin / 2011891],(no name),(no name),0.0,364.8
Awin,UTM [awin / 1965217],(no name),(no name),0.0,0.0
ShareASale,1675480,(no name),(no name),0.0,0.0
Awin,UTM [awin / 1716069],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1684315],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1684387],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1684595],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1685453],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1686315],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1694801],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1697431],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1708621],(no name),(no name),0.0,0.0
Awin,UTM [awin / 1711217],(no name),(no name),0.0,0.0
